item              mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
dirty             -4.28297 0.002698 0.096588 -4.27993 -4.48488 -4.10119 0        NaN      NaN     
dirty             -5.75293 0.007407 0.297604 -5.72920 -6.35876 -5.23363 0        NaN      NaN     
dirty             -5.08275 0.003722 0.145182 -5.07961 -5.37861 -4.82170 0        NaN      NaN     
dirty             -3.99455 0.002285 0.081375 -3.99326 -4.14888 -3.83364 0        NaN      NaN     
dirty             -14.1646 0.012832 0.421501 -14.1422 -15.0016 -13.3678 0        NaN      NaN     
dirty             -9.39750 0.007551 0.226456 -9.39188 -9.83425 -8.95595 0        NaN      NaN     
dirty             -4.87019 0.003604 0.140116 -4.86259 -5.15545 -4.60718 0        NaN      NaN     
dirty             -6.29924 0.014215 0.531525 -6.16982 -7.59666 -5.54783 0        NaN      NaN     
dirty             -5.06809 0.003454 0.138785 -5.06194 -5.34049 -4.80032 0        NaN      NaN     
dirty             -3.69261 0.002352 0.075416 -3.68816 -3.84465 -3.5537  0        NaN      NaN     
dirty             -4.14589 0.00302  0.09769  -4.14618 -4.34637 -3.97538 0        NaN      NaN     
dirty             -4.28538 0.002696 0.095789 -4.28362 -4.46956 -4.10190 0        NaN      NaN     
dirty             -4.07359 0.002814 0.087463 -4.07114 -4.24382 -3.90647 0        NaN      NaN     
dog               -3.70896 0.002295 0.074931 -3.70571 -3.86047 -3.57143 0        NaN      NaN     
dog               -8.32393 0.007905 0.198383 -8.31481 -8.71772 -7.95058 0        NaN      NaN     
dog               -21.7492 0.042648 0.934899 -21.9937 -23.0760 -19.6261 0        NaN      NaN     
dog               -4.63587 0.003339 0.140114 -4.63279 -4.92856 -4.38079 0        NaN      NaN     
dog               -10.9324 0.01115  0.360537 -10.9390 -11.6134 -10.2397 0        NaN      NaN     
dog               -4.30208 0.002665 0.095559 -4.30037 -4.48745 -4.11904 0        NaN      NaN     
dog               -4.01092 0.002248 0.08095  -4.00933 -4.16525 -3.85132 0        NaN      NaN     
dog               -4.73789 0.004037 0.147237 -4.72876 -5.02393 -4.45856 0        NaN      NaN     
dog               -8.90645 0.007015 0.216737 -8.90286 -9.29634 -8.46988 0        NaN      NaN     
drink_verb        -4.16227 0.002984 0.097278 -4.16268 -4.35788 -3.98531 0        NaN      NaN     
drink_verb        -5.05700 0.004004 0.150084 -5.05434 -5.3559  -4.78723 0        NaN      NaN     
drink_verb        -11.2136 0.009504 0.374782 -11.1951 -11.9793 -10.5356 0        NaN      NaN     
drink_verb        -13.0674 0.018223 0.767884 -12.8975 -14.8315 -11.9424 0        NaN      NaN     
drink_verb        -3.70896 0.002295 0.074931 -3.70571 -3.86047 -3.57143 0        NaN      NaN     
drink_verb        -5.35804 0.004167 0.160283 -5.35295 -5.68344 -5.06628 0        NaN      NaN     
drink_verb        -4.783   0.003075 0.130476 -4.78004 -5.04120 -4.53432 0        NaN      NaN     
dry_adjv          -11.8173 0.007949 0.227967 -11.8139 -12.2373 -11.3679 0        NaN      NaN     
dry_adjv          -4.26354 0.002745 0.097045 -4.25914 -4.47576 -4.08775 0        NaN      NaN     
dry_adjv          -8.49597 0.007234 0.196052 -8.48832 -8.92199 -8.15054 0        NaN      NaN     
dry_adjv          -5.04858 0.003473 0.139061 -5.04237 -5.31657 -4.77596 0        NaN      NaN     
dry_adjv          -4.12621 0.002822 0.098051 -4.12743 -4.32422 -3.95001 0        NaN      NaN     
dry_adjv          -11.9749 0.012395 0.511242 -11.9109 -13.0354 -11.0854 0        NaN      NaN     
dry_adjv          -5.02009 0.00405  0.1504   -5.01803 -5.30333 -4.73688 0        NaN      NaN     
dry_adjv          -8.06244 0.006546 0.263064 -8.06901 -8.56088 -7.58896 0        NaN      NaN     
dry_adjv          -4.05045 0.002424 0.092145 -4.04853 -4.22066 -3.86486 0        NaN      NaN     
dry_adjv          -4.63843 0.003266 0.128701 -4.6401  -4.89475 -4.39810 0        NaN      NaN     
dry_adjv          -4.05418 0.002864 0.087905 -4.05227 -4.22755 -3.88750 0        NaN      NaN     
dry_adjv          -3.97492 0.002322 0.081904 -3.97365 -4.14828 -3.82960 0        NaN      NaN     
dull_knife        -9.30497 0.007373 0.235529 -9.30978 -9.74510 -8.82149 0        NaN      NaN     
dull_knife        -4.09146 0.004125 0.110526 -4.08844 -4.32780 -3.88955 0        NaN      NaN     
dull_knife        -3.84444 0.00275  0.084073 -3.84446 -4.01761 -3.69099 0        NaN      NaN     
dull_knife        -4.79143 0.003887 0.140577 -4.78685 -5.07210 -4.52977 0        NaN      NaN     
dust              -13.0704 0.009199 0.342324 -13.0866 -13.7215 -12.4129 0        NaN      NaN     
dust              -13.2920 0.011395 0.325498 -13.3186 -13.9751 -12.7050 0        NaN      NaN     
dust              -12.3333 0.009701 0.253375 -12.3249 -12.8288 -11.8604 0        NaN      NaN     
dust              -5.31502 0.004213 0.160816 -5.31068 -5.63077 -5.01484 0        NaN      NaN     
ear               -3.73151 0.002241 0.074685 -3.72856 -3.87876 -3.59147 0        NaN      NaN     
ear               -11.7927 0.010682 0.297319 -11.7928 -12.3286 -11.1814 0        NaN      NaN     
ear               -9.75125 0.010533 0.397005 -9.80801 -10.3517 -8.99486 0        NaN      NaN     
earth_soil        -8.99926 0.010566 0.259516 -8.99637 -9.53100 -8.51427 0        NaN      NaN     
earth_soil        -4.32093 0.002445 0.095702 -4.31741 -4.52641 -4.14488 0        NaN      NaN     
earth_soil        -4.11092 0.002695 0.086686 -4.10798 -4.28272 -3.94652 0        NaN      NaN     
earth_soil        -4.65645 0.00331  0.139738 -4.65304 -4.94815 -4.40170 0        NaN      NaN     
eat               -9.14295 0.011372 0.283937 -9.14036 -9.70550 -8.58695 0        NaN      NaN     
egg               -11.7542 0.010652 0.325859 -11.7577 -12.3584 -11.0723 0        NaN      NaN     
egg               -9.69674 0.009685 0.255153 -9.69848 -10.1694 -9.17417 0        NaN      NaN     
eye               -10.1089 0.010479 0.288664 -10.1037 -10.6868 -9.56367 0        NaN      NaN     
eye               -4.11092 0.002695 0.086686 -4.10798 -4.28272 -3.94652 0        NaN      NaN     
