ID	STRUCTURE	FREQUENCY	Amawaka	Arara	Chakobo	Chaninawa	Iskonawa	Kakataibo	Kanamari	Kapanawa	Kashinawa_B	Kashinawa_P	Katukina	Kaxarari	Marinawa	Marubo	Mastanawa	Matis	Matses	Nawa	Nukini	Pakawara	Poyanawa	Shanenawa	Sharanawa	Shipibo_Konibo	Yaminawa	Yawanawa	COGNATESETS	CONCEPTS
239-1	C	1	ç	Ø	-	ʂ	-	-	Ø	ʂ	Ø	-	ʂ	Ø	ʂ	ʂ	ʂ	ʂ	ʂ	ʂ	Ø	Ø	-	ʂ	ʂ	ʂ	ʂ	Ø	1323:2	tie [verb]
256-1	C	1	ç	Ø	ʂ	ʂ	h	ʂ	Ø	ʂ	ʂ	ʂ	ʂ	Ø	ʂ	ʂ	ʂ	Ø	ʂ	ʂ	h	ʂ	h	Ø	ʂ	ʂ	ʂ	ʃ	1439:1	white
16-8	C	8	Ø	t	tʃ	tʃ	tʃ	tʃ	Ø	tʃ	tʃ	tʃ	ʈʂ	ʈʂ	tʃ	ʈʂ	tʃ	ts	ts	tʃ	Ø	Ø	tʃ	Ø	tʃ	tʃ	tʃ	Ø	1168:0, 1168:2, 49:2, 250:0, 270:1, 919:2, 1410:0, 1578:1	bark [of tree] / dirty / dog / near / root / stab [or pierce] / wet
105-4	C	4	Ø	ʃ	Ø	ʂ	h	Ø	Ø	ʃ	s	Ø	ʃ	Ø	ʂ	ʃ	ʂ	Ø	Ø	ʃ	h	Ø	Ø	ʂ	ʂ	Ø	ʂ	ʂ	530:0, 862:0, 1277:1, 1570:3	green [color] / narrow / play / thin
20-3	C	3	Ø	Ø	k	β	k	Ø	Ø	Ø	β	β	Ø	Ø	ɸ	Ø	-	Ø	Ø	ɸ	k	Ø	Ø	m	ɸ	Ø	-	Ø	1:4, 415:0, 824:2	all / fish [noun] / night
57-3	C	3	Ø	β	Ø	ɸ	w	β	w	w	Ø	β	w	w	ɸ	w	Ø	w	Ø	ɸ	w	Ø	w	w	ɸ	Ø	w	β	210:2, 906:0, 1391:0	day [daytime] / river / water
89-3	C	3	Ø	ʃ	Ø	s	h	ʂ	Ø	r	ʂ	ʂ	Ø	Ø	ʂ	Ø	ʂ	Ø	Ø	ʂ	Ø	Ø	h	ʂ	ts	Ø	ʂ	ʂ	392:0, 555:2, 862:2	fight / head / play
125-3	C	3	Ø	t	t	t	t	β	t	t	t	t	t	p	t	t	t	t	ʂ	t	Ø	t	Ø	t	t	t	t	t	598:0, 843:3, 851:0	hold [in hand] / one / pull
122-2	C	2	Ø	Ø	Ø	s	Ø	Ø	s	Ø	s	s	s	Ø	s	s	Ø	Ø	Ø	s	h	Ø	Ø	s	ts	Ø	s	s	586:0, 1553:2	belly / hit
141-2	C	2	Ø	Ø	Ø	d	Ø	n	Ø	Ø	n	m	Ø	Ø	n	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	d	Ø	Ø	n	733:2, 1392:1	man [male] / water
164-2	C	2	Ø	β	w	ɸ	w	Ø	w	w	β	β	w	w	ɸ	w	ɸ	Ø	Ø	ɸ	Ø	w	Ø	w	ɸ	w	ɸ	w	843:0, 1118:0	one / some
166-2	C	2	Ø	ʃ	s	s	s	Ø	s	s	ʂ	s	s	s	s	s	s	s	s	s	Ø	s	ʂ	s	s	s	s	s	843:2, 962:0	one / salt
181-2	C	2	Ø	Ø	p	Ø	β	β	Ø	p	Ø	p	Ø	Ø	Ø	Ø	Ø	Ø	Ø	p	Ø	Ø	β	Ø	Ø	β	Ø	β	927:3, 1101:0	rope (cord) / smooth
182-2	C	2	Ø	Ø	Ø	Ø	Ø	Ø	Ø	j	p	Ø	j	Ø	n	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	j	Ø	Ø	935:2, 1277:2	rotten [log] / thin
193-2	C	2	Ø	Ø	Ø	Ø	r	k	Ø	β	Ø	Ø	Ø	Ø	Ø	p	Ø	Ø	Ø	Ø	Ø	Ø	r	Ø	Ø	β	Ø	Ø	1043:0, 1137:3	sing / spit [verb]
206-2	C	2	Ø	-	Ø	Ø	Ø	k	Ø	j	j	j	j	Ø	Ø	j	-	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	j	Ø	j	1098:2, 1218:0	smooth / suck
217-2	C	2	Ø	Ø	k	Ø	k	k	Ø	Ø	Ø	Ø	-	Ø	k	k	j	Ø	Ø	k	Ø	Ø	k	k	k	Ø	Ø	k	1200:2, 1384:2	stone / wash
97-1	C	1	Ø	Ø	n	d	Ø	n	Ø	n	n	n	Ø	Ø	d	n	d	Ø	Ø	d	Ø	Ø	Ø	n	d	n	j	n	456:0	fly [verb]
153-1	C	1	Ø	ʃ	-	s	h	ʂ	ʃ	ʂ	ʂ	ʂ	s	-	ʂ	ʂ	ʂ	t	n	ʂ	k	k	h	ʂ	ʂ	ʂ	ʂ	ʃ	810:2	neck
171-1	C	1	Ø	ʃ	Ø	ʃ	ʃ	Ø	Ø	ʃ	Ø	Ø	j	Ø	ʃ	ʃ	ʃ	Ø	Ø	ʃ	Ø	ʃ	Ø	ʂ	ʃ	ʃ	ʃ	ʃ	875:0	red
173-1	C	1	Ø	Ø	Ø	p	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	p	Ø	p	Ø	Ø	p	Ø	Ø	Ø	p	p	Ø	p	ts	883:0	push
174-1	C	1	Ø	Ø	Ø	ts	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ts	Ø	ʂ	Ø	Ø	ts	Ø	Ø	Ø	k	ts	Ø	ʂ	k	883:2	push
195-1	C	1	Ø	β	β	ɸ	β	Ø	Ø	β	β	β	w	w	ɸ	Ø	ɸ	β	β	ɸ	β	w	Ø	ɸ	ɸ	β	ɸ	β	1063:0	skin [of person]
196-1	C	1	Ø	-	tʃ	tʃ	tʃ	Ø	Ø	tʃ	tʃ	tʃ	ʂ	tʃ	tʃ	Ø	tʃ	ts	ts	tʃ	tʃ	tʃ	Ø	tʃ	tʃ	tʃ	tʃ	tʃ	1063:2	skin [of person]
200-1	C	1	Ø	b	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	b	Ø	Ø	Ø	-	b	Ø	Ø	-	1076:6	small
207-1	C	1	Ø	Ø	Ø	j	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	j	Ø	ɲ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	j	Ø	ɲ	Ø	1099:0	smooth
209-1	C	1	Ø	Ø	s	-	Ø	Ø	Ø	Ø	Ø	s	Ø	Ø	Ø	Ø	Ø	Ø	Ø	s	Ø	Ø	Ø	Ø	-	Ø	s	Ø	1118:2	some
211-1	C	1	Ø	Ø	Ø	Ø	Ø	ʃ	Ø	ʂ	Ø	Ø	Ø	Ø	Ø	ʃ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ʃ	Ø	Ø	1137:2	spit [verb]
218-1	C	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ɾ	Ø	r	Ø	Ø	ɾ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	1200:4	stone
225-1	C	1	Ø	-	Ø	-	n	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	n	Ø	Ø	Ø	Ø	Ø	Ø	n	n	Ø	n	-	1242:2	swim
244-1	C	1	Ø	Ø	tʃ	Ø	tʃ	tʃ	Ø	Ø	Ø	Ø	ʈʂ	Ø	tʃ	tʃ	Ø	Ø	Ø	tʃ	Ø	Ø	tʃ	tʃ	tʃ	Ø	Ø	tʃ	1384:0	wash
249-1	C	1	Ø	t	Ø	t	Ø	Ø	Ø	w	t	t	Ø	w	t	w	t	Ø	Ø	t	Ø	Ø	Ø	t	t	w	w	w	1420:1	when [interr.]
265-1	C	1	Ø	h	Ø	ɸ	w	Ø	β	-	β	β	β	Ø	ɸ	-	ɸ	Ø	Ø	ɸ	β	Ø	w	w	Ø	-	Ø	w	1504:1	woman
272-1	C	1	Ø	p	ʃ	Ø	t	p	Ø	p	p	p	m	ʂ	Ø	Ø	Ø	ʃ	Ø	Ø	p	Ø	p	p	Ø	p	Ø	p	1531:0	yellow
275-1	C	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	s	ʂ	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	ʂ	Ø	1533:2	yellow
276-1	C	1	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	d	t	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	t	Ø	1533:3	yellow
278-1	C	1	Ø	-	Ø	p	Ø	Ø	Ø	Ø	Ø	p	Ø	Ø	ɸ	Ø	w	Ø	Ø	w	Ø	Ø	Ø	ɸ	ɸ	Ø	w	β	1569:2	mouth
280-1	C	1	Ø	Ø	Ø	k	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	k	Ø	-	Ø	Ø	-	Ø	Ø	Ø	Ø	Ø	Ø	ʔ	Ø	1613:6	swell
15-10	C	10	w	β	β	ɸ	β	β	β	β	β	β	β	w	ɸ	β	ɸ	β	β	ɸ	β	w	β	ɸ	ɸ	β	ɸ	β	55:3, 731:3, 49:0, 143:0, 327:0, 663:0, 733:0, 1226:0, 1280:0, 1526:0	bark [of tree] / belly / day [daytime] / egg / laugh / man [male] / sun / thin / year
103-3	C	3	w	β	β	ɸ	β	β	β	β	β	β	β	w	ɸ	β	ɸ	Ø	Ø	ɸ	β	β	β	f	ɸ	β	ɸ	β	487:0, 812:0, 1000:0	fruit (berry) / new / seed
59-2	C	2	w	Ø	Ø	w	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	Ø	w	Ø	Ø	w	Ø	Ø	Ø	j	w	Ø	Ø	Ø	234:2, 1532:2	dig / yellow
96-2	C	2	w	w	w	w	w	Ø	Ø	Ø	w	w	w	w	w	w	w	-	Ø	w	Ø	Ø	w	w	w	Ø	w	w	451:0, 749:1	flower / mother
126-1	C	1	w	Ø	β	ɸ	β	β	Ø	β	β	β	β	w	ɸ	β	w	β	β	ɸ	β	w	β	ɸ	ɸ	β	w	β	634:0	husband
178-1	C	1	w	Ø	β	ɸ	β	β	β	β	β	β	β	w	ɸ	β	ɸ	β	Ø	ɸ	β	w	β	Ø	ɸ	β	w	Ø	915:0	road (path)
242-1	C	1	w	v	b	ɸ	β	β	β	β	β	w	Ø	w	ɸ	β	h	β	-	ɸ	Ø	w	β	ɸ	ɸ	β	w	β	1358:2	two
34-7	C	7	tʃ	tʃ	Ø	tʃ	tʃ	tʃ	Ø	tʃ	tʃ	tʃ	ʈʂ	tʃ	tʃ	ʈʂ	tʃ	d	ʈʂ	tʃ	ʃ	Ø	tʃ	tʃ	tʃ	Ø	tʃ	tʃ	38:0, 99:0, 342:0, 662:2, 681:0, 796:0, 1129:2	bad / black / far / laugh / long / near / spit [verb]
62-5	C	5	tʃ	-	m	m	n	m	Ø	Ø	m	m	m	Ø	m	Ø	m	n	m	m	m	Ø	Ø	m	m	n	d	m	261:2, 305:0, 413:2, 496:0, 969:0	dog / dust / fish [noun] / give / sand
75-2	C	2	tʃ	tʃ	tʃ	Ø	tʃ	ts	Ø	tʃ	tʃ	tʃ	ʈʂ	tʃ	t	tʃ	tʃ	Ø	k	tʃ	Ø	tʃ	Ø	tʃ	Ø	tʃ	tʃ	tʃ	327:2, 596:1	egg / hold [in hand]
142-2	C	2	tʃ	tʃ	s	tʃ	tʃ	ts	Ø	tʃ	tʃ	tʃ	ʈʂ	Ø	tʃ	tʃ	tʃ	Ø	Ø	tʃ	Ø	Ø	ʃ	tʃ	tʃ	tʃ	tʃ	tʃ	735:1, 1404:2	many / wet
146-1	C	1	tʃ	tʃ	tʃ	tʃ	tʃ	ʃ	ts	tʃ	tʃ	Ø	Ø	Ø	tʃ	tʃ	tʃ	Ø	Ø	tʃ	Ø	tʃ	Ø	tʃ	Ø	t	tʃ	tʃ	741:2	mountain
54-6	C	6	ts	ts	ts	ts	k	ts	Ø	ts	ʈʂ	ts	t	Ø	ts	ts	ts	ts	ts	ts	ts	Ø	s	ts	ts	ts	ts	ts	170:2, 663:2, 1054:0, 1149:0, 1315:0, 1570:1	cold [weather] / laugh / narrow / sit / squeeze / throw
31-4	C	4	ts	tʃ	ts	t	tʃ	ts	Ø	k	tʃ	tʃ	-	ts	tʃ	k	tʃ	t	ts	tʃ	tʃ	Ø	t	tʃ	t	k	tʃ	tʃ	30:2, 934:0, 1375:1, 1533:0	back [of body] / rotten [log] / warm (hot weather) / yellow
124-2	C	2	ts	ts	t	ts	ts	ts	Ø	ts	Ø	ts	ts	Ø	ts	ts	ts	-	ts	ts	Ø	Ø	Ø	tʃ	ts	ts	ts	Ø	597:0, 852:1	hold [in hand] / other
243-1	C	1	ts	s	Ø	ts	Ø	Ø	Ø	ts	Ø	ts	Ø	Ø	ts	Ø	ts	Ø	Ø	ts	Ø	ʃ	Ø	Ø	ts	ts	ts	Ø	1383:1	wash
257-1	C	1	ts	t	ts	ts	ts	Ø	Ø	ts	ts	ts	ʈʂ	ts	ts	ts	ts	ts	ts	ts	Ø	Ø	Ø	ts	ts	ts	ts	ts	1443:0	who [interr.]
12-34	C	34	t	t	t	t	t	t	t	t	t	t	ʈʂ	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	750:0, 750:2, 6:2, 92:2, 184:0, 191:0, 193:2, 211:2, 250:3, 270:3, 284:2, 296:3, 328:0, 392:2, 586:2, 650:0, 683:1, 903:0, 918:0, 919:0, 956:0, 1023:2, 1137:0, 1200:0, 1206:3, 1208:3, 1242:0, 1266:3, 1277:5, 1333:2, 1450:2, 1486:0, 1570:4, 1619:4	all / bite / count [verb] / cut [verb] / day [daytime] / dirty / dog / dry [adj./v.] / dull [knife] / egg / fight / hit / know [facts] / leg / mother / narrow / red / root / salt / short / spit [verb] / stone / straight / swim / thick / thin / tooth [front] / wide / wipe
67-8	C	8	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	303:2, 483:0, 566:2, 652:0, 708:0, 810:0, 884:2, 1553:3	belly / dust / foot / heart / know [facts] / liver / neck / push
19-6	C	6	t	d	s	t	s	s	Ø	s	ʂ	s	Ø	s	t	s	Ø	s	s	t	s	-	Ø	r	t	s	Ø	ʃ	1:2, 616:0, 661:1, 834:2, 1279:2, 1487:0	all / hunt / laugh / old [adj.] / thin / wipe
21-3	C	3	t	Ø	t	ts	t	ʂ	ʃ	β	Ø	t	Ø	t	Ø	ʂ	Ø	ʂ	ʈʂ	t	Ø	Ø	Ø	Ø	ts	-	t	Ø	6:4, 32:2, 1118:3	all / back [of body] / some
88-1	C	1	t	m	m	-	Ø	Ø	Ø	tʃ	m	m	m	m	t	t	t	Ø	m	t	t	Ø	Ø	tʃ	t	m	-	m	384:1	few
233-1	C	1	t	t	t	Ø	t	t	t	t	t	t	t	t	t	t	t	t	t	t	t	n	Ø	t	Ø	t	Ø	t	1308:2	tooth [front]
42-9	C	9	s	s	s	s	s	s	Ø	s	Ø	s	Ø	s	s	s	s	s	s	s	s	s	s	s	s	s	s	s	98:1, 368:2, 508:1, 927:2, 933:2, 996:1, 1206:2, 1231:0, 1375:3	black / fear [verb] / grass / rope (cord) / rotten [log] / see / straight / swell / warm (hot weather)
4-42	C	42	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	p	63:3, 650:2, 500:0, 1392:2, 26:2, 30:0, 54:0, 76:0, 163:0, 164:1, 191:2, 232:0, 234:0, 263:0, 303:0, 304:2, 305:3, 310:0, 322:0, 334:0, 357:2, 360:1, 375:0, 534:0, 673:0, 907:0, 918:2, 933:0, 934:2, 935:0, 1075:0, 1076:3, 1208:0, 1242:3, 1243:0, 1267:3, 1314:0, 1333:0, 1386:0, 1450:0, 1480:0, 1553:0	ashes / back [of body] / belly / big / bird / count [verb] / dig / dog / dry [adj./v.] / dust / ear / eat / fall [drop] / father / feather [large] / fish [noun] / good / guts / know [facts] / leaf / river / root / rotten [log] / small / straight / swim / thick / throw / tooth [front] / wash / water / wide / wing
11-3	C	3	p	p	p	Ø	Ø	p	p	p	Ø	Ø	p	Ø	p	p	p	ʂ	p	p	p	p	Ø	p	p	p	p	p	273:0, 273:2, 554:2	father / head
9-23	C	23	n	d	n	d	n	n	Ø	n	n	n	n	n	ⁿd	n	n	n	n	d	n	n	d	n	d	n	Ø	n	1241:0, 1241:2, 651:1, 651:3, 393:0, 393:2, 24:3, 55:0, 64:1, 78:3, 90:0, 92:0, 128:2, 141:2, 171:3, 233:2, 376:2, 652:2, 767:1, 1100:2, 1208:2, 1316:0, 1369:0	animal / belly / big / bird / bite / breathe / burn [tr. v.] / cold [weather] / dig / feather [large] / fight / know [facts] / mouth / smooth / straight / swim / throw / walk
