item              mean     stderr   stddev   median   95%HPDlo 95%HPDup ACT      ESS      geometric-mean 
breathe           -4.80997 0.003375 0.098119 -4.80921 -4.99788 -4.61722 0        NaN      NaN     
breathe           -4.80997 0.003375 0.098119 -4.80921 -4.99788 -4.61722 0        NaN      NaN     
breathe           -4.31606 0.003131 0.087069 -4.31449 -4.49725 -4.16457 0        NaN      NaN     
breathe           -4.33247 0.00278  0.073973 -4.33180 -4.48319 -4.19420 0        NaN      NaN     
breathe           -4.90656 0.002887 0.079693 -4.90534 -5.06269 -4.75535 0        NaN      NaN     
burn_tr_v         -5.58847 0.003827 0.140566 -5.58242 -5.89432 -5.3415  0        NaN      NaN     
burn_tr_v         -4.93420 0.002807 0.07807  -4.93310 -5.08714 -4.78412 0        NaN      NaN     
burn_tr_v         -7.38200 0.00659  0.192909 -7.38500 -7.73798 -7.00879 0        NaN      NaN     
burn_tr_v         -15.6908 0.008758 0.299545 -15.6869 -16.2481 -15.0959 0        NaN      NaN     
burn_tr_v         -9.23334 0.006401 0.164017 -9.22646 -9.53252 -8.91460 0        NaN      NaN     
burn_tr_v         -4.36011 0.002693 0.072408 -4.35978 -4.50524 -4.22149 0        NaN      NaN     
burn_tr_v         -4.33651 0.003064 0.085912 -4.33505 -4.50974 -4.18235 0        NaN      NaN     
burn_tr_v         -4.33651 0.003064 0.085912 -4.33505 -4.50974 -4.18235 0        NaN      NaN     
burn_tr_v         -4.36011 0.002693 0.072408 -4.35978 -4.50524 -4.22149 0        NaN      NaN     
child             -4.60343 0.002618 0.066635 -4.60266 -4.74540 -4.48450 0        NaN      NaN     
child             -10.0511 0.005536 0.179031 -10.0537 -10.3879 -9.70597 0        NaN      NaN     
child             -4.28452 0.002865 0.084585 -4.28531 -4.44251 -4.11872 0        NaN      NaN     
child             -4.73316 0.00299  0.093635 -4.73311 -4.92023 -4.55918 0        NaN      NaN     
cloud             -4.64752 0.0043   0.128996 -4.64455 -4.89543 -4.38467 0        NaN      NaN     
cloud             -17.1344 0.01068  0.417385 -17.1082 -17.9873 -16.3462 0        NaN      NaN     
cloud             -11.9954 0.010497 0.405119 -11.9784 -12.8217 -11.2583 0        NaN      NaN     
cloud             -5.42724 0.005151 0.174615 -5.41902 -5.76441 -5.09670 0        NaN      NaN     
cold_weather      -9.77391 0.007372 0.245285 -9.76949 -10.2356 -9.30259 0        NaN      NaN     
cold_weather      -12.7329 0.010967 0.365004 -12.7514 -13.4884 -12.0172 0        NaN      NaN     
cold_weather      -4.35071 0.003017 0.085158 -4.34885 -4.52146 -4.19707 0        NaN      NaN     
cold_weather      -4.37933 0.002631 0.07134  -4.37921 -4.51927 -4.24085 0        NaN      NaN     
come              -6.65102 0.00637  0.228375 -6.64837 -7.09647 -6.18444 0        NaN      NaN     
come              -4.67962 0.004216 0.127914 -4.67745 -4.92209 -4.41848 0        NaN      NaN     
come              -4.76784 0.002872 0.091511 -4.76733 -4.95622 -4.60415 0        NaN      NaN     
count_verb        -14.5018 0.008217 0.246628 -14.4938 -14.9971 -14.0333 0        NaN      NaN     
count_verb        -5.09265 0.002936 0.100778 -5.08555 -5.28409 -4.89734 0        NaN      NaN     
count_verb        -4.71668 0.003673 0.103138 -4.71606 -4.93132 -4.53208 0        NaN      NaN     
count_verb        -4.23131 0.003142 0.081751 -4.22999 -4.39326 -4.07343 0        NaN      NaN     
count_verb        -4.43036 0.003009 0.076878 -4.42824 -4.58277 -4.28367 0        NaN      NaN     
count_verb        -4.17012 0.003205 0.089633 -4.17136 -4.33890 -3.99713 0        NaN      NaN     
count_verb        -4.81371 0.003205 0.086002 -4.81164 -4.98152 -4.65221 0        NaN      NaN     
count_verb        -4.81371 0.003205 0.086002 -4.81164 -4.98152 -4.65221 0        NaN      NaN     
cut_verb          -17.6389 0.0105   0.342787 -17.6296 -18.3855 -17.0159 0        NaN      NaN     
cut_verb          -4.67232 0.004226 0.127908 -4.66921 -4.91570 -4.41047 0        NaN      NaN     
cut_verb          -4.37372 0.002649 0.071642 -4.37349 -4.51444 -4.23544 0        NaN      NaN     
cut_verb          -4.37372 0.002649 0.071642 -4.37349 -4.51444 -4.23544 0        NaN      NaN     
cut_verb          -5.60111 0.003798 0.140148 -5.59547 -5.90532 -5.35336 0        NaN      NaN     
cut_verb          -4.83511 0.002941 0.098232 -4.83259 -5.02671 -4.64635 0        NaN      NaN     
cut_verb          -4.01456 0.00306  0.083763 -4.01149 -4.17586 -3.84752 0        NaN      NaN     
cut_verb          -4.85153 0.003244 0.096084 -4.85043 -5.03310 -4.66188 0        NaN      NaN     
cut_verb          -4.77896 0.002447 0.068839 -4.77601 -4.92173 -4.65576 0        NaN      NaN     
cut_verb          -4.37372 0.002649 0.071642 -4.37349 -4.51444 -4.23544 0        NaN      NaN     
day_daytime       -20.9992 0.011017 0.356218 -20.9929 -21.6481 -20.2651 0        NaN      NaN     
day_daytime       -9.20417 0.013741 0.478548 -9.26612 -10.0024 -8.43748 0        NaN      NaN     
day_daytime       -12.4082 0.007421 0.271201 -12.4012 -12.9305 -11.8563 0        NaN      NaN     
day_daytime       -15.3625 0.008813 0.303044 -15.3643 -15.9593 -14.7827 0        NaN      NaN     
day_daytime       -4.77827 0.002989 0.100226 -4.77285 -4.96828 -4.58880 0        NaN      NaN     
day_daytime       -4.02185 0.003044 0.083552 -4.01862 -4.18512 -3.85907 0        NaN      NaN     
day_daytime       -4.84935 0.002868 0.096281 -4.84804 -5.03781 -4.66484 0        NaN      NaN     
day_daytime       -4.76784 0.002872 0.091511 -4.76733 -4.95622 -4.60415 0        NaN      NaN     
die               -15.5760 0.009401 0.294259 -15.5723 -16.1653 -15.0221 0        NaN      NaN     
die               -10.6456 0.006969 0.176511 -10.6379 -11.0007 -10.3327 0        NaN      NaN     
die               -5.79686 0.005801 0.211177 -5.78106 -6.24838 -5.43915 0        NaN      NaN     
die               -4.36011 0.002693 0.072408 -4.35978 -4.50524 -4.22149 0        NaN      NaN     
die               -4.76343 0.002947 0.094599 -4.75828 -4.94310 -4.57912 0        NaN      NaN     
die               -4.33651 0.003064 0.085912 -4.33505 -4.50974 -4.18235 0        NaN      NaN     
die               -4.00331 0.003094 0.084265 -4.00015 -4.16296 -3.83373 0        NaN      NaN     
die               -5.93213 0.003255 0.09681  -5.92899 -6.12947 -5.74550 0        NaN      NaN     
die               -4.30239 0.00276  0.079968 -4.30303 -4.45630 -4.15124 0        NaN      NaN     
die               -4.76343 0.002947 0.094599 -4.75828 -4.94310 -4.57912 0        NaN      NaN     
dig               -18.1511 0.017257 0.638946 -18.0059 -19.3053 -17.0759 0        NaN      NaN     
dig               -11.9437 0.009736 0.370193 -11.9239 -12.6431 -11.2866 0        NaN      NaN     
dig               -9.05098 0.021976 0.856466 -9.37981 -9.93618 -7.04742 0        NaN      NaN     
dig               -4.25353 0.00291  0.082016 -4.25469 -4.40812 -4.09578 0        NaN      NaN     
dig               -5.45478 0.003911 0.141489 -5.44856 -5.73017 -5.17079 0        NaN      NaN     
dig               -4.87803 0.002955 0.080618 -4.87628 -5.03509 -4.72238 0        NaN      NaN     
dig               -5.83337 0.003314 0.126169 -5.83133 -6.07018 -5.57649 0        NaN      NaN     
dig               -4.29977 0.003185 0.087901 -4.29835 -4.48287 -4.14841 0        NaN      NaN     
dig               -4.29977 0.003185 0.087901 -4.29835 -4.48287 -4.14841 0        NaN      NaN     
dig               -3.96156 0.003225 0.086239 -3.95809 -4.12941 -3.79381 0        NaN      NaN     
dig               -5.88063 0.003394 0.099204 -5.87744 -6.07375 -5.68178 0        NaN      NaN     
dig               -4.50635 0.002741 0.07177  -4.50343 -4.65561 -4.37490 0        NaN      NaN     
dig               -4.30949 0.002855 0.075056 -4.30870 -4.46588 -4.17229 0        NaN      NaN     
dig               -5.45478 0.003911 0.141489 -5.44856 -5.73017 -5.17079 0        NaN      NaN     
dirty             -4.33751 0.00306  0.085851 -4.33544 -4.51538 -4.18776 0        NaN      NaN     
dirty             -6.52232 0.007881 0.327492 -6.50706 -7.15523 -5.90537 0        NaN      NaN     
dirty             -4.93568 0.002796 0.077923 -4.93509 -5.08849 -4.78602 0        NaN      NaN     
dirty             -4.36161 0.002688 0.072314 -4.36105 -4.50707 -4.22324 0        NaN      NaN     
dirty             -13.6722 0.009086 0.314984 -13.6635 -14.2789 -13.0675 0        NaN      NaN     
dirty             -10.0064 0.007241 0.185081 -9.99537 -10.3372 -9.63458 0        NaN      NaN     
dirty             -5.13173 0.002756 0.086301 -5.12983 -5.30553 -4.96967 0        NaN      NaN     
dirty             -6.17884 0.007001 0.261654 -6.15327 -6.70060 -5.70877 0        NaN      NaN     
dirty             -4.93568 0.002796 0.077923 -4.93509 -5.08849 -4.78602 0        NaN      NaN     
dirty             -4.00448 0.003091 0.084233 -4.00122 -4.16582 -3.83674 0        NaN      NaN     
dirty             -4.30383 0.002757 0.079916 -4.30438 -4.45796 -4.15291 0        NaN      NaN     
dirty             -4.61571 0.002549 0.065784 -4.61556 -4.75801 -4.50128 0        NaN      NaN     
dirty             -4.33751 0.00306  0.085851 -4.33544 -4.51538 -4.18776 0        NaN      NaN     
