ID	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	NOTE
2039	they	Sharanawa	ua	ua	u a	1618	0	u a		None
2040	they	Amawaka	ua	ua	u a	1618	0	u a		None
2041	they	Nawa	daɸu	daɸu	d a + ɸ u	1262	0	d a + ɸ u		None
2042	they	Marinawa	uatũ	uatũ	u a + t ũ	1618	0	u a + t ũ		None
2043	they	Yaminawa	dahu	dahu	d a + h u	1262	0	d a + h u		None
2044	they	Kashinawa_P	haβu	haβu	h a + β u	1259	0	h a + β u		None
2045	they	Kashinawa_B	ha	ha	h a	1259	0	h a		None
2046	who [interr.]	Matses	tsutsi	tsutsi	ts u ts i	1443	0	ts u ts - i		None
2047	who [interr.]	Matis	tsutsi	tsutsi	ts u ts i	1443	0	ts u ts - i		None
2048	who [interr.]	Marubo	tsua	tsua	ts u a	1443	0	ts u - - a		None
2049	who [interr.]	Katukina	txua	txua	ʈʂ u a	1443	0	ʈʂ u - - a		None
2050	who [interr.]	Shipibo_Konibo	tsu	tsu	ts u a	1443	0	ts u - - a		None
2051	who [interr.]	Kapanawa	tsua	tsua	ts u a	1443	0	ts u - - a		None
2052	who [interr.]	Arara	tua	tua	t u a	1443	0	t u - - a - -		None
2053	who [interr.]	Shanenawa	tsua	tsua	ts u a	1443	0	ts u - - a		None
2054	who [interr.]	Yawanawa	tsu	tsu	ts u	1443	0	ts u - - -		None
2055	who [interr.]	Iskonawa	tsu	tsu	ts u	1443	0	ts u - - -		None
2056	who [interr.]	Chakobo	tsuwɨni	tsuwɨni	ts u w ɨ n i	1443	0	ts u w ɨ n i		None
2057	who [interr.]	Kakataibo	ui	ui	u i	1446	0	u i		None
2058	who [interr.]	Kaxarari	tsuhũ	tsuhũ	ts u h ũ	1443	0	ts u h ũ		None
2059	who [interr.]	Mastanawa	tsua	tsua	ts u a	1443	0	ts u - - a		None
2060	who [interr.]	Chaninawa	t͡suamɨ	t͡suamɨ	ts u a + m ɨ	1443	0	ts u - - a + m ɨ		None
2061	who [interr.]	Sharanawa	t͡suan	t͡suan	ts u a	1443	0	ts u - - a		None
2062	who [interr.]	Amawaka	t͡sua	t͡sua	ts u a	1443	0	ts u - - a		None
2063	who [interr.]	Nawa	tsua	tsua	ts u a	1443	0	ts u - - a		None
2064	who [interr.]	Marinawa	tsunwa	tsunwa	ts u n w a	1443	0	ts u n w a		None
2065	who [interr.]	Yaminawa	tswa	tswa	ts u a	1443	0	ts u - - a		None
2066	who [interr.]	Kashinawa_P	tsua	tsua	ts u a	1443	0	ts u - - a		None
2067	who [interr.]	Kashinawa_B	tsua	tsua	ts u a	1443	0	ts u - - a		None
2068	what [interr.]	Matses	atotsi	atotsi	a t o + ts i	1415	0	a t o + ts i		None
2069	what [interr.]	Matis	awɨda	awɨda	a w ɨ d a	1412	0	a w ɨ d a		None
2070	what [interr.]	Marubo	awɨ	awɨ	a w ɨ	1412	0	- a w - - ɨ		None
2071	what [interr.]	Shipibo_Konibo	hawɨ	hawɨ	h a w ɨ	1412	0	h a w - - ɨ		None
2072	what [interr.]	Kapanawa	hawa	hawa	h a w a	1412	0	h a w - - a		None
2073	what [interr.]	Shanenawa	hawɨ	hawɨ	h a w ɨ	1412	0	h a w - - ɨ		None
2074	what [interr.]	Yawanawa	awɨ	awɨ	a w ɨ	1412	0	- a w - - ɨ		None
2075	what [interr.]	Iskonawa	ahuja	ahuja	a h u j a	1417	0	a h u j a		None
2076	what [interr.]	Iskonawa	awɨ	awɨ	a w ɨ	1412	0	- a w - - ɨ		None
2077	what [interr.]	Chakobo	hawɨ	hawɨ	h a w ɨ	1412	0	h a w - - ɨ		None
2078	what [interr.]	Kakataibo	a ɲu	a ɲu	a + ɲ u	1416	0	a + ɲ u		None
2079	what [interr.]	Kaxarari	hawã	hawã	h a w ã	1412	0	h a w - - ã		None
2080	what [interr.]	Mastanawa	awa	awa	a w a	1412	0	- a w - - a		None
2081	what [interr.]	Chaninawa	awamɨ	awamɨ	a w a m ɨ	1412	0	- a w a m ɨ		None
2082	what [interr.]	Sharanawa	awa	awa	a w a	1412	0	- a w - - a		None
2083	what [interr.]	Amawaka	haɨ	haɨ	h a ɨ	1412	0	h a - - - ɨ		None
2084	what [interr.]	Nawa	awa	awa	a w a	1412	0	- a w - - a		None
2085	what [interr.]	Marinawa	awa	awa	a w a	1412	0	- a w - - a		None
2086	what [interr.]	Yaminawa	awa	awa	a w a	1412	0	- a w - - a		None
2087	what [interr.]	Kashinawa_P	hawa	hawa	h a w a	1412	0	h a w - - a		None
2088	what [interr.]	Kashinawa_B	hawa	hawa	h a w a	1412	0	h a w - - a		None
2089	this	Matses	nɨid	nɨid	n ɨ i d	1307	0	- n ɨ i d		None
2090	this	Matis	nɨkid	nɨkid	n ɨ + k i d	1307	64	- n ɨ - - + k i d		None
2091	this	Marubo	na	na	n a	1305	0	n a - - -		None
2092	this	Katukina	nia	nia	n i a	1622	0	- n i a -		None
2093	this	Shipibo_Konibo	natu	natu	n a + t u	1305	0	n a + t u		None
2094	this	Kapanawa	nɨa	nɨa	n ɨ a	1622	0	- n ɨ a -		None
2095	this	Shanenawa	na	na	n a	1305	0	n a - - -		None
2096	this	Yawanawa	na	na	n a	1305	0	n a - - -		None
2097	this	Iskonawa	na	na	n a	1305	0	n a - - -		None
2098	this	Chakobo	na	na	n a	1305	0	n a - - -		None
2099	this	Kakataibo	ɨnɨ	ɨnɨ	ɨ n ɨ	1307	0	ɨ n ɨ - -		None
2100	this	Kaxarari	liya	liya	l i j a	1306	0	l i j a		None
2101	this	Kaxarari	yaka	yaka	j a k a	1306	0	j a k a		None
2102	this	Mastanawa	da	da	d a	1305	0	- - - d a		None
2103	this	Chaninawa	da	da	d a	1305	0	- - - d a		None
2104	this	Sharanawa	da	da	d a	1305	0	- - - d a		None
2105	this	Amawaka	na	na	n a	1305	0	n a - - -		None
2106	this	Nawa	da	da	d a	1305	0	- - - d a		None
2107	this	Marinawa	da	da	d a	1305	0	- - - d a		None
2108	this	Yaminawa	da	da	d a	1305	0	- - - d a		None
2109	this	Kashinawa_P	na	na	n a	1305	0	n a - - -		None
2110	rotten [log]	Matses	pisen	pisen	p i s e n	933	0	p i s e n		None
2111	rotten [log]	Matis	pisi	pisi	p i s i	933	0	p i s i -		None
2112	rotten [log]	Marubo	patu	patu	p a t u	935	0	p a t u		None
2113	rotten [log]	Katukina	payu	payu	p a j u	935	0	p a j u		None
2114	rotten [log]	Shipibo_Konibo	payu	payu	p a j u	935	0	p a j u		None
2115	rotten [log]	Kapanawa	payu	payu	p a j u	935	0	p a j u		None
2116	rotten [log]	Arara	tʃapu	tʃapu	tʃ a p u	934	0	tʃ a p u		None
2117	rotten [log]	Shanenawa	tʃaka	tʃaka	tʃ a k a	940	0	tʃ a k a		None
2118	rotten [log]	Yawanawa	tʃapu	tʃapu	tʃ a p u	934	0	tʃ a p u		None
2119	rotten [log]	Nukini	pisi	pisi	p i s i	933	0	p i s i -		None
2120	rotten [log]	Chakobo	βuaʂa	βuaʂa	β u a ʂ a	942	0	β u a ʂ a		None
2121	rotten [log]	Chakobo	pisi	pisi	p i s i	933	16	p i s i -		None
2122	rotten [log]	Kakataibo	pisikɨ	pisikɨ	p i s i + k ɨ	933	0	p i s i - + k ɨ		None
2123	rotten [log]	Kaxarari	patsa	patsa	p a ts a	1584	0	p a ts a -		None
2124	rotten [log]	Mastanawa	pisi	pisi	p i s i	933	0	p i s i -		None
2125	rotten [log]	Chaninawa	pisi	pisi	p i s i	933	0	p i s i -		None
2126	rotten [log]	Sharanawa	pisi	pisi	p i s i	933	0	p i s i -		None
2127	rotten [log]	Amawaka	pisi	pisi	p i s i	933	0	p i s i -		None
2128	rotten [log]	Nawa	pisi	pisi	p i s i	933	0	p i s i -		None
2129	rotten [log]	Marinawa	pisi	pisi	p i s i	933	0	p i s i -		None
2130	rotten [log]	Yaminawa	pisi	pisi	p i s i	933	0	p i s i -		None
2131	rotten [log]	Kashinawa_P	ʧapu	ʧapu	tʃ a p u	934	0	tʃ a p u		None
2132	rotten [log]	Kashinawa_B	tʃapu	tʃapu	tʃ a p u	934	0	tʃ a p u		None
2133	dirty	Matses	βɨtʃiʃ	βɨtʃiʃ	β ɨ tʃ i ʃ	898	0	β ɨ tʃ i ʃ		None
2134	dirty	Matis	wisu	wisu	w i s u	150	0	w i s u		None
2135	dirty	Marubo	tʂuʂta	tʂuʂta	ʈʂ u ʂ t a	250	0	ʈʂ u ʂ t a		None
2136	dirty	Marubo	mɨʂu	mɨʂu	m ɨ ʂ u	251	0	m ɨ ʂ u		None
2137	dirty	Katukina	txuxtxa	txuxtxa	ʈʂ u x/ʂ ʈʂ a	250	0	ʈʂ u x/ʂ ʈʂ a		None
2138	dirty	Shipibo_Konibo	kɨras	kɨras	k ɨ r a s	255	0	k ɨ r a s		None
2139	dirty	Kapanawa	riʃta	riʃta	r i ʃ t a	161	0	r i ʃ t a		None
2140	dirty	Arara	tɨʃta	tɨʃta	t ɨ ʃ t a	250	0	t ɨ ʃ t a		None
2141	dirty	Shanenawa	fui	fui	f u j	253	0	f u i		None
2142	dirty	Yawanawa	hui	hui	h u j	253	0	h u i		None
2143	dirty	Nukini	βuhta	βuhta	β u h t a	155	0	β u h t a		None
2144	dirty	Poyanawa	βɨsta	βɨsta	β ɨ s t a	155	0	β ɨ s t a		None
2145	dirty	Chakobo	tʃɨkɨ	tʃɨkɨ	tʃ ɨ k ɨ	162	0	tʃ ɨ k ɨ		None
2146	dirty	Kakataibo	aisama	aisama	a j s a m a	257	0	a i s a m a		None
2147	dirty	Kaxarari	tʂɨʂɨ	tʂɨʂɨ	ʈʂ ɨ ʂ ɨ	256	0	ʈʂ ɨ ʂ ɨ		None
2148	dirty	Mastanawa	ʧuʂta	ʧuʂta	tʃ u ʂ t a	250	0	tʃ u ʂ t a		None
2149	dirty	Chaninawa	t͡ʃuʂta	t͡ʃuʂta	tʃ u ʂ t a	250	0	tʃ u ʂ t a		None
2150	dirty	Sharanawa	t͡ʃuʂta	t͡ʃuʂta	tʃ u ʂ t a	250	0	tʃ u ʂ t a		None
2151	dirty	Amawaka	kɨmbu	kɨmbu	k ɨ m b u	260	0	k ɨ m b u		None
2152	dirty	Nawa	ʧuʂta	ʧuʂta	tʃ u ʂ t a	250	0	tʃ u ʂ t a		None
2153	dirty	Marinawa	ʧuʂta	ʧuʂta	tʃ u ʂ t a	250	0	tʃ u ʂ t a		None
2154	dirty	Yaminawa	ʧuʂta	ʧuʂta	tʃ u ʂ t a	250	0	tʃ u ʂ t a		None
2155	dirty	Kashinawa_P	dɨtis	dɨtis	d ɨ t i s	252	0	d ɨ t i s		None
2156	dirty	Kashinawa_P	mɨʂu	mɨʂu	m ɨ ʂ u	251	0	m ɨ ʂ u		None
2157	dirty	Kashinawa_B	dɨtis	dɨtis	d ɨ t i s	252	0	d ɨ t i s		None
2158	sit	Matses	tsad	tsad	ts a d	1054	0	ts a d		None
2159	sit	Matis	tsad	tsad	ts a d	1054	0	ts a d		None
2160	sit	Marubo	tsau	tsau	ts a u	1054	0	ts a - u		None
2161	sit	Katukina	βeuai	βeu-ai	β e w a	1597	0	β e u a i		None
2162	sit	Shipibo_Konibo	yakat	yakat	j a k a t	1056	0	j a k a t		None
2163	sit	Kapanawa	tsauti	tsauti	ts a u + t i	1054	0	ts a - u + t i		None
2164	sit	Shanenawa	tsaw	tsaw	ts a w	1054	0	ts a w		None
2165	sit	Yawanawa	tsaw	tsaw	ts a w	1054	0	ts a w		None
2166	sit	Iskonawa	βɨwi	βɨwi	β ɨ w i	1597	0	β ɨ w i		None
2167	sit	Chakobo	tsaʔu	tsa?u	ts a ʔ u	1054	0	ts a ʔ u		None
2168	sit	Pakawara	yakat	yakat	j a k a t	1056	30	j a k a t		None
2169	sit	Kakataibo	tso	tso	ts o	1054	0	ts o - -		None
2170	sit	Mastanawa	tsawa	tsawa	ts a w + a	1054	19	ts a w + a		None
2171	sit	Chaninawa	t͡sauwi	t͡sauwi	ts a u + w i	1054	0	ts a - u + w i		None
2172	sit	Sharanawa	t͡sauwɨ	t͡sauwɨ	ts a u + w ɨ	1054	0	ts a - u + w ɨ		None
2173	sit	Amawaka	t͡saʔu	t͡saʔu	ts a ʔ u	1054	0	ts a ʔ u		None
2174	sit	Nawa	tsau	tsau	ts a u	1054	0	ts a - u		None
2175	sit	Marinawa	tsawbi	tsawbi	ts a w + b i	1054	0	ts a w + b i		None
2176	sit	Yaminawa	tsawa	tsawa	ts a w + a	1054	20	ts a w + a		None
2177	sit	Kashinawa_P	tsua	tsua	ts u a	1054	0	ts u - a		None
2178	stand	Matses	nid	nid	n i d	1179	0	n i d -		None
2179	stand	Matis	nid	nid	n i d	1179	0	n i d -		None
2180	stand	Marubo	ni	ni	n i	1179	0	n i - -		None
2181	stand	Shipibo_Konibo	ni	ni	n i	1179	0	n i - -		None
2182	stand	Kapanawa	niti	nɨtɨ	n i t i	1179	0	n i t i		None
2183	stand	Iskonawa	ni	ni	n i	1179	0	n i - -		None
2184	stand	Chakobo	ni	ni	n i	1179	0	n i - -		None
2185	stand	Kakataibo	niru	niru	n i + r u	1179	0	n i - - + r u		None
2186	stand	Kaxarari	nitʃi	nitʃi	n i + tʃ i	1179	0	n i - - + tʃ i		None
2187	stand	Mastanawa	diwɨ	diwɨ	d i + w ɨ	1179	0	d i + w ɨ		None
2188	stand	Chaninawa	di	di	d i	1179	0	d i		None
2189	stand	Sharanawa	di	di	d i	1179	0	d i		None
2190	stand	Amawaka	niʔi	niʔi	n i + ʔ i	1179	0	n i - - + ʔ i		None
2191	stand	Nawa	dija	dija	d i + j a	1179	0	d i + j a		None
2192	stand	Marinawa	di	di	d i	1179	0	d i		None
2193	stand	Yaminawa	dija	dija	d i + j a	1179	0	d i + j a		None
2194	stand	Kashinawa_P	nja	nja	n i a	1179	0	n i - a		None
2195	lie [be lying down]	Matses	we	we	w e	636	0	w e		None
2196	lie [be lying down]	Matis	sukuad	sukuad	s u kʷ a d	617	0	s u k u a d		None
2197	lie [be lying down]	Marubo	raka	raka	r a k a	689	0	r a k a - -		None
2198	lie [be lying down]	Katukina	raka	raka	r a k a	689	0	r a k a - -		None
2199	lie [be lying down]	Shipibo_Konibo	raka	raka	r a k a	689	0	r a k a - -		None
2200	lie [be lying down]	Kapanawa	raka	raka	r a k a	689	0	r a k a - -		None
2201	lie [be lying down]	Shanenawa	raka	raka	r a k a	689	27	r a k a - -		None
2202	lie [be lying down]	Nukini	raka	raka	r a k a	689	0	r a k a - -		None
2203	lie [be lying down]	Poyanawa	raka	raka	r a k a	689	0	r a k a - -		None
2204	lie [be lying down]	Iskonawa	ɾaka	ɾaka	ɾ a k a	689	0	ɾ a k a - -		None
2205	lie [be lying down]	Chakobo	raka	raka	r a k a	689	0	r a k a - -		None
2206	lie [be lying down]	Pakawara	rakat	rakat	r a k a t	689	25	r a k a - t		None
2207	lie [be lying down]	Kakataibo	raka	raka	r a k a	689	0	r a k a - -		None
2208	lie [be lying down]	Kaxarari	tsiso	tsiso	ts i s o	605	0	ts i s o		None
2209	lie [be lying down]	Mastanawa	ɾaʔaj	ɾaʔaj	ɾ a ʔ a i	689	23	ɾ a ʔ a i -		None
2210	lie [be lying down]	Chaninawa	ɾaka	ɾaka	ɾ a k a	689	0	ɾ a k a - -		None
2211	lie [be lying down]	Sharanawa	ɾaka	ɾaka	ɾ a k a	689	0	ɾ a k a - -		None
2212	lie [be lying down]	Amawaka	ɾaka	ɾaka	ɾ a k a	689	0	ɾ a k a - -		None
2213	lie [be lying down]	Nawa	ɾaka	ɾaka	ɾ a k a	689	24	ɾ a k a - -		None
2214	lie [be lying down]	Marinawa	ɾaka	ɾaka	ɾ a k a	689	0	ɾ a k a - -		None
2215	lie [be lying down]	Yaminawa	laʔaj	laʔaj	l a ʔ a j	689	28	l a ʔ a - j		None
2216	lie [be lying down]	Kashinawa_P	daka	daka	d a k a	689	0	d a k a - -		None
2217	float	Matses	nuad	nuad	n u a d	425	0	n u a d		None
2218	float	Matis	nuad	nuad	n u a d	425	0	n u a d		None
2219	float	Marubo	nunu	nunu	n u n u	424	0	n u n u - -		None
2220	float	Shipibo_Konibo	tuʂβa	tuʂβa	t u ʂ β a	426	0	t u ʂ β a		None
2221	float	Kapanawa	nunu	nunu	n u n u	424	0	n u n u - -		None
2222	float	Kapanawa	tuʂβa	tuʂβa	t u ʂ β a	426	0	t u ʂ β a		None
2223	float	Iskonawa	nunu	nunu	n u n u	424	0	n u n u - -		None
2224	float	Chakobo	nunu	nunu	n u n u	424	0	n u n u - -		None
2225	float	Kakataibo	βɨspo	βɨspo	β ɨ s p o	430	0	β ɨ s p o		None
2226	float	Mastanawa	dudua	dudua	d u d u a	424	0	d u d u - a		None
2227	float	Chaninawa	dudu	dudu	d u d u	424	0	d u d u - -		None
2228	float	Sharanawa	dudu	dudu	d u d u	424	0	d u d u - -		None
2229	float	Amawaka	nundu	nundu	n u ⁿd u	424	0	n u ⁿd u - -		None
2230	float	Nawa	tupi	tupi	t u p i	431	0	t u p i		None
2231	float	Marinawa	dunduj	dunduj	d u ⁿd u j	424	0	d u ⁿd u j -		None
2232	float	Yaminawa	dudua	dudua	d u d u a	424	0	d u d u - a		None
2233	float	Kashinawa_P	nunwa	nunwa	n u n w a	424	0	n u n w a		None
2234	blow [wind]	Matses	kunke	kunke	k u n + k e	1565	70 58	k u n + - k e		None
2235	blow [wind]	Matis	kunke	kunke	k u n + k e	1565	70 58	k u n + - k e		None
2236	blow [wind]	Marubo	ʂuβi iki	ʂuβi iki	ʂ u β i + i k i	112	0	ʂ u β i + i k i		None
2237	blow [wind]	Shipibo_Konibo	ʂu	ʂu	ʂ u	111	0	ʂ u - -		None
2238	blow [wind]	Kapanawa	ʂuanki	ʂuanki	ʂ u a n + k i	111	0	ʂ u - - a n - - - + - k i		None
2239	blow [wind]	Arara	ʂũã	ʂũã	ʂ ũ ã	111	0	ʂ ũ - - - - - ã		None
2240	blow [wind]	Shanenawa	ʂuan	ʂuan	ʂ u a n	111	0	ʂ u - - a n - - -		None
2241	blow [wind]	Yawanawa	sui	sui	s u j	111	0	s u - i		None
2242	blow [wind]	Poyanawa	hun	hun	h u n	111	0	h u - - - n - - -		None
2243	blow [wind]	Iskonawa	hun hun ik	hun hun ik	h u n + h u n + i k	111	0	h u n + h u n + i k		None
2244	blow [wind]	Iskonawa	puyu puyu ik	puyu puyu ik	p u j u + p u j u + i k	115	0	p u j u + p u j u + i k		None
2245	blow [wind]	Chakobo	ʂuʔa	ʂu?a	ʂ u ʔ a	111	0	ʂ u - - - ʔ - a -		None
2246	blow [wind]	Kakataibo	ʂunka	ʂunka	ʂ u n k a	111	0	ʂ u - - - n k a -		None
2247	blow [wind]	Kaxarari	kuha	kuha	k u h a	1564	0	k u h a		None
2248	blow [wind]	Mastanawa	ʂunaj	ʂunaj	ʂ u n a j	111	0	ʂ u - - - n - a j		None
2249	blow [wind]	Chaninawa	ʂũwankin	ʂũnwaki	ʂ ũ w a n k i	111	0	ʂ ũ - w a n k i -		None
2250	blow [wind]	Sharanawa	ʂũnwaki	ʂũnwaki	ʂ ũ n w a k i	111	0	ʂ ũ n w a - k i -		None
2251	blow [wind]	Amawaka	çunki	çunki	ç u n k i	111	0	ç u - - - n k i -		None
2252	blow [wind]	Nawa	ʂuanki	ʂuanki	ʂ u a n k i	111	0	ʂ u - - a n k i -		None
2253	blow [wind]	Marinawa	ʂunwaki	ʂunwaki	ʂ u n w a k i	111	0	ʂ u n w a - k i -		None
2254	blow [wind]	Yaminawa	ʃuwaʔi	ʃuwaʔi	ʃ u w a ʔ i	111	0	ʃ u - w a ʔ - i -		None
2255	blow [wind]	Kashinawa_P	ʂuanka	ʂuanka	ʂ u a n k a	111	0	ʂ u - - a n k a -		None
2256	blow [wind]	Kashinawa_B	ʂuwaki	ʂuwaki	ʂ u w a k i	111	0	ʂ u - w a - k i -		None
2257	walk	Matses	kapu	kapu	k a p u	1368	0	k a p u		None
2258	walk	Matis	kapo	kapo	k a + p o	1368	0	k a - - + p o		None
2259	walk	Marubo	ka	ka	k a	1368	0	k a - -		None
2260	walk	Katukina	hinna	hinna	h i nː a	1371	0	h i nː a		None
2261	walk	Kanamari	koʃi	koʃi	k o ʃ i	1334	0	k o ʃ i		None
2262	walk	Shipibo_Konibo	ni	ni	n i	1369	0	n i		None
2263	walk	Kapanawa	nitʃi	nitʃi	n i + tʃ i	1369	0	n i + tʃ i		None
2264	walk	Yawanawa	kawan	kãw̃̃̃ã	k a w a n	1368	0	k a w a n		None
2265	walk	Iskonawa	ni	ni	n i	1369	0	n i		None
2266	walk	Chakobo	βuʔuna	βu?una	β u ʔ u n a	1373	0	β u ʔ u n a		None
2267	walk	Pakawara	ka	ka	k a	1368	0	k a - -		None
2268	walk	Kakataibo	niti	niti	n i + t i	1369	0	n i + t i		None
2269	walk	Kaxarari	kã	kã	k ã	1368	0	k ã - -		None
2270	walk	Mastanawa	kai	kaj	k a	1368	0	k a - i		None
2271	walk	Chaninawa	ka	ka	k a	1368	0	k a - -		None
2272	walk	Sharanawa	ka	ka	k a	1368	0	k a - -		None
2273	walk	Amawaka	kaʔi	kaʔi	k a ʔ i	1368	0	k a ʔ i		None
2274	walk	Nawa	ka	ka	k a	1368	0	k a - -		None
2275	walk	Marinawa	ka	ka	k a	1368	0	k a - -		None
2276	walk	Yaminawa	kai	kaj	k a	1368	0	k a - i		None
2277	walk	Kashinawa_P	ni	ni	n i	1369	0	n i		None
2278	fly [verb]	Matses	kapu	kapu	k a + p u	457	0	k a + p u		None
2279	fly [verb]	Matis	kapo	kapo	k a + p o	457	0	k a + p o		None
2280	fly [verb]	Marubo	nuja	nuja	n u j a	456	0	n u - - j a -		None
2281	fly [verb]	Shipibo_Konibo	nuya	nuya	n u j a	456	0	n u - - j a -		None
2282	fly [verb]	Kapanawa	nuya	nuya	n u j a	456	0	n u - - j a -		None
2283	fly [verb]	Arara	pɨraĩ	pɨraĩ	p ɨ r a ĩ	460	0	p ɨ r a ĩ		None
2284	fly [verb]	Shanenawa	nuja	nuja	n u j a	456	0	n u - - j a -		None
2285	fly [verb]	Yawanawa	nuja	nuja	n u j a	456	0	n u - - j a -		None
2286	fly [verb]	Poyanawa	jũnda	jũnda	j ũ ⁿd a	459	0	j ũ ⁿd a		None
2287	fly [verb]	Iskonawa	juna	juna	j u n a	459	0	j u n a		None
2288	fly [verb]	Chakobo	nuya	nuya	n u j a	456	0	n u - - j a -		None
2289	fly [verb]	Kakataibo	noan	noan	n o a n	955	0	n o a n		None
2290	fly [verb]	Kaxarari	hatʃakikɨ	hatʃakikɨ	h a tʃ a k i k ɨ	462	0	h a tʃ a k i k ɨ		None
2291	fly [verb]	Mastanawa	duʔujai	duʔujaj	d u ʔ u j a	456	0	d u ʔ u j a i		None
2292	fly [verb]	Chaninawa	duja	duja	d u j a	456	0	d u - - j a -		None
2293	fly [verb]	Sharanawa	duja	duja	d u j a	456	0	d u - - j a -		None
2294	fly [verb]	Amawaka	maka	maka	m a k a	464	0	m a k a		None
2295	fly [verb]	Nawa	duja	duja	d u j a	456	0	d u - - j a -		None
2296	fly [verb]	Marinawa	duja	duja	d u j a	456	0	d u - - j a -		None
2297	fly [verb]	Yaminawa	jujaj	jujaj	j u j a j	456	0	j u j a j		None
2298	fly [verb]	Kashinawa_P	nuja	nuja	n u j a	456	0	n u - - j a -		None
2299	fly [verb]	Kashinawa_B	nuja	nuja	n u j a	456	0	n u - - j a -		None
2300	swim	Matses	tantan	tantan	t a n t a n	1248	0	t a n t a n		None
2301	swim	Matis	nun	nun	n u n	1241	0	n u n - -		None
2302	swim	Marubo	nuna	nuna	n u n a	1241	0	n u n a -		None
2303	swim	Katukina	nuna	nuna	n u n a	1241	0	n u n a -		None
2304	swim	Shipibo_Konibo	nunu	nunu	n u n u	1241	0	n u n u -		None
2305	swim	Kapanawa	nuna	nuna	n u n a	1241	0	n u n a -		None
2306	swim	Arara	tupi	tupi	t u p i	1242	0	t u - p i - - - - -		None
2307	swim	Shanenawa	tunpi	tupi	t u n p i	1242	0	t u n p i -		None
2308	swim	Yawanawa	tupin	tupin	t u p i n	1242	0	t u - p i n		None
2309	swim	Poyanawa	ua	ua	u a	1247	0	u a		None
2310	swim	Iskonawa	tunpi	tunpi	t u n p i	1242	0	t u n p i -		None
2311	swim	Chakobo	aʃi	aʃi	a ʃ i	1245	0	a ʃ i		None
2312	swim	Chakobo	nono	nono	n o n o	1241	0	n o n o -		None
2313	swim	Pakawara	nunan	nunan	n u n a n	1241	0	n u n a n		None
2314	swim	Kakataibo	mɨɲu	mɨɲu	m ɨ ɲ u	1250	0	m ɨ ɲ u		None
2315	swim	Kaxarari	natai	natai	n a t a	1249	0	n a t a		None
2316	swim	Mastanawa	tunpi	tupitjaj	t u n p i	1242	0	t u n p i -		None
2317	swim	Chaninawa	tupi	tupi	t u p i	1242	0	t u - p i -		None
2318	swim	Sharanawa	tunpi	tupi	t u n p i	1242	0	t u n p i -		None
2319	swim	Amawaka	pukɨ	pukɨ	p u k ɨ	1243	0	p u k ɨ		None
2320	swim	Nawa	pukɨ	pukɨ	p u k ɨ	1243	0	p u k ɨ		None
2321	swim	Marinawa	pukɨ	pukɨ	p u k ɨ	1243	0	p u k ɨ		None
2322	swim	Yaminawa	tunpi	tupitadi	t u n p i	1242	0	t u n p i -		None
2323	swim	Kashinawa_P	nuna	nuna	n u n a	1241	0	n u n a -		None
2324	swim	Kashinawa_B	nunai	nunai	n u n a	1241	0	n u n a -		None
2325	flow	Matses	tʂɨwɨd	tʂɨwɨd	ʈʂ ɨ w ɨ d	439	0	ʈʂ ɨ w ɨ d		None
2326	flow	Matis	ʂuke	ʂuke	ʂ u k e	435	0	ʂ u k e		None
2327	flow	Marubo	aβa	aβa	a β a	440	0	- - - - - a β a		None
2328	flow	Shipibo_Konibo	iʃtua	iʃtua	i ʃ t u a	437	0	i ʃ t u a		None
2329	flow	Kapanawa	ɨnɨ aβa	ɨnɨ βaii	ɨ n ɨ + a β a	440	0	ɨ n ɨ + - a β a		None
2330	flow	Iskonawa	hu hu ik	hu hu ik	h u + h u + i k	441	0	h u # h u # i k		None
2331	flow	Chakobo	wawa	wawa	w a w a	440	0	- - - - w a w a		None
2332	flow	Kakataibo	aβa	ʔiβu	a β a	440	0	- - - - - a β a		None
2333	flow	Mastanawa	sinbɨ	sibɨj	s i n b ɨ	434	0	s i n b ɨ		None
2334	flow	Chaninawa	kuʃi	kuʃi	k u ʃ i	433	0	k u ʃ i		None
2335	flow	Sharanawa	ɸu	ɸu	ɸ u	438	0	ɸ u		None
2336	flow	Amawaka	ka	ka	k a	447	0	k a		None
2337	flow	Nawa	pukɨ	pukɨ	p u k ɨ	379	0	p u k ɨ		None
2338	flow	Marinawa	kuʃi	kuʃi	k u ʃ i	433	0	k u ʃ i		None
2339	flow	Marinawa	sinbɨ	sinbɨ	s i n b ɨ	434	0	s i n b ɨ		None
2340	flow	Yaminawa	kuʃi	kuʃi	k u ʃ i	433	0	k u ʃ i		None
2341	flow	Kashinawa_P	kuʃi	kuʃi	k u ʃ i	433	0	k u ʃ i		None
2342	come	Matses	tʃo	tʃo	tʃ o	178	0	tʃ o		None
2343	come	Matis	tʃo	tʃo	tʃ o	178	0	tʃ o		None
2344	come	Marubo	uri	uri	u r i	176	0	- u r i		None
2345	come	Shipibo_Konibo	hu	hu	h u	176	0	h u - -		None
2346	come	Kapanawa	hu	hu	h u	176	0	h u - -		None
2347	come	Arara	ua	ua	u a	176	0	- u - a		None
2348	come	Shanenawa	u	u	u	176	0	- u - -		None
2349	come	Yawanawa	u	uwi	u	176	0	- u - -		None
