ID	CONCEPT	DOCULECT	FORM	VALUE	TOKENS	COGID	COGIDS	ALIGNMENT	MORPHEMES	NOTE
1345	river	Pakawara	paro	paro	p a r o	907	0	p a r o		None
1346	river	Kakataibo	βaka	βaka	β a k a	906	0	β a k a		None
1347	river	Kaxarari	waka	waka	w a k a	906	0	w a k a		None
1348	river	Mastanawa	ɨdɨ	ɨdɨ	ɨ d ɨ	905	0	- ɨ d ɨ		None
1349	river	Chaninawa	ɨdɨ	ɨdɨ	ɨ d ɨ	905	0	- ɨ d ɨ		None
1350	river	Sharanawa	ɨdɨ	ɨdɨ	ɨ d ɨ	905	0	- ɨ d ɨ		None
1351	river	Amawaka	hɨndɨ	hɨndɨ	h ɨ ⁿd ɨ	905	0	h ɨ ⁿd ɨ		None
1352	river	Nawa	ɨdɨ	ɨdɨ	ɨ d ɨ	905	0	- ɨ d ɨ		None
1353	river	Nawa	umpaʂ	umpaʂ	u m p a ʂ	914	0	u m p a ʂ		None
1354	river	Marinawa	ɨndɨ	ɨndɨ	ɨ ⁿd ɨ	905	0	- ɨ ⁿd ɨ		None
1355	river	Yaminawa	waʔa	waʔa	w a ʔ a	906	0	w a ʔ a		None
1356	river	Kashinawa_P	hɨnɨ	hɨnɨ	h ɨ n ɨ	905	0	h ɨ n ɨ		None
1357	river	Kashinawa_B	hɨnɨ	hɨnɨ	h ɨ n ɨ	905	0	h ɨ n ɨ		None
1358	lake	Matses	tʃian	tʃian	tʃ i a n	579	0	tʃ i - a n -		None
1359	lake	Matis	tʃan	tʃan	tʃ a n	579	0	tʃ a - - n -		None
1360	lake	Marubo	jan	jan	j a n	658	0	- j a n - - - - -		None
1361	lake	Katukina	ian	ian	i a n	658	0	i - a n - - - - -		None
1362	lake	Shipibo_Konibo	yan	yan	j a n	658	0	- j a n - - - - -		None
1363	lake	Kapanawa	ian	ian	i a n	658	0	i - a n - - - - -		None
1364	lake	Arara	ĩã	ĩã	ĩ ã	658	0	ĩ - ã - - - - - -		None
1365	lake	Shanenawa	ian	ian	i a n	658	0	i - a n - - - - -		None
1366	lake	Yawanawa	ian	ian	i a n	658	0	i - a n - - - - -		None
1367	lake	Iskonawa	j̃ã	j̃ã	j ã	658	0	- j ã - - - - - -		None
1368	lake	Chakobo	ianɨ	ianɨ	i a n ɨ	658	0	i - a n - ɨ - - -		None
1369	lake	Pakawara	iyana	iyana	i j a n a	658	0	i j a n - a - - -		None
1370	lake	Kakataibo	ian	ian	i a n	658	0	i - a n - - - - -		None
1371	lake	Kaxarari	iyanãtʃua	iyanãtʃua	i j a n + ã tʃ u a	658	0	i j a n + ã tʃ u a		None
1372	lake	Kaxarari	janɨ	janɨ	j a n ɨ	658	0	- j a n - ɨ - - -		None
1373	lake	Mastanawa	ɨdɨ	ɨdɨ	ɨ d ɨ	660	0	ɨ d ɨ		None
1374	lake	Chaninawa	ija	ija	i j a	658	0	i j a - - - - - -		None
1375	lake	Sharanawa	ij̃ã	ij̃ã	i j̃ ã	658	0	i j̃ ã - - - - - -		None
1376	lake	Amawaka	inja	inja	i n j a	658	0	i - - n j a - - -		None
1377	lake	Nawa	ĩjã	ĩjã	ĩ j ã	658	0	ĩ j ã - - - - - -		None
1378	lake	Marinawa	iña	iña	i ɲ a	658	0	i - - ɲ - a - - -		None
1379	lake	Yaminawa	ĩja	ĩja	ĩ j a	658	0	ĩ j a - - - - - -		None
1380	lake	Kashinawa_P	ia	ia	i a	658	0	i - a - - - - - -		None
1381	lake	Kashinawa_B	iã	iã	i ã	658	0	i - ã - - - - - -		None
1382	road (path)	Matses	podked	podqued	p o d k e d	917	0	p o d k e d		None
1383	road (path)	Matis	βai	βai	β a j	915	0	β a - i		None
1384	road (path)	Marubo	βai	βai	β a j	915	0	β a - i		None
1385	road (path)	Katukina	βai	βai	β a j	915	0	β a - i		None
1386	road (path)	Kanamari	βaʔi	βa?i	β a ʔ i	915	0	β a ʔ i		None
1387	road (path)	Shipibo_Konibo	βai	βai	β a j	915	0	β a - i		None
1388	road (path)	Kapanawa	βai	βai	β a j	915	0	β a - i		None
1389	road (path)	Arara	diti	diti	d i + t i	1580	0	d i ( + ) t i		None
1390	road (path)	Shanenawa	niti	niti	n i + t i	1580	0	n i ( + ) t i		None
1391	road (path)	Yawanawa	niti	niti	n i + t i	1580	0	n i ( + ) t i		None
1392	road (path)	Nukini	βai	βai	β a j	915	0	β a - i		None
1393	road (path)	Poyanawa	βai	βai	β a j	915	0	β a - i		None
1394	road (path)	Iskonawa	βai	βai	β a j	915	0	β a - i		None
1395	road (path)	Chakobo	βaʔi	βa?i	β a ʔ i	915	0	β a ʔ i		None
1396	road (path)	Pakawara	wahi	wahi	w a h i	915	0	w a h i		None
1397	road (path)	Kakataibo	βai	βai	β a j	915	0	β a - i		None
1398	road (path)	Kaxarari	wai	wai	w a j	915	0	w a - i		None
1399	road (path)	Mastanawa	ɸaj	ɸaj	ɸ a i	915	0	ɸ a - i		None
1400	road (path)	Chaninawa	ɸaj	ɸaj	ɸ a j	915	0	ɸ a j		None
1401	road (path)	Sharanawa	ɸai	ɸai	ɸ a j	915	0	ɸ a - i		None
1402	road (path)	Amawaka	waʔi	waʔi	w a ʔ i	915	0	w a ʔ i		None
1403	road (path)	Nawa	ɸaj	ɸaj	ɸ a i	915	0	ɸ a - i		None
1404	road (path)	Marinawa	ɸaj	ɸaj	ɸ a j	915	0	ɸ a j		None
1405	road (path)	Yaminawa	wai	wai	w a j	915	0	w a - i		None
1406	road (path)	Kashinawa_P	βaj	βaj	β a j	915	0	β a j		None
1407	road (path)	Kashinawa_B	βai	βai	β a j	915	0	β a - i		None
1408	egg	Matses	βakuɨ	βakuɨ	β a kʷ ɨ	327	0	β a k u - ɨ		None
1409	egg	Matis	tu	tu	t u	328	0	t u		None
1410	egg	Marubo	βatʃi	βatʃi	β a tʃ i	327	0	β a tʃ - - i		None
1411	egg	Katukina	βatxi	βatxi	β a tx/ʈʂ i	327	0	β a t - x i		None
1412	egg	Shipibo_Konibo	βatʃi	βatʃi	β a tʃ i	327	0	β a tʃ - - i		None
1413	egg	Kapanawa	βatʃi	βatʃi	β a tʃ i	327	0	β a tʃ - - i		None
1414	egg	Arara	βatʃi	βatʃi	β a tʃ i	327	0	β a tʃ - i		None
1415	egg	Shanenawa	ɸatʃi	ɸatʃi	ɸ a tʃ i	327	0	ɸ a tʃ - - i		None
1416	egg	Yawanawa	βatʃi	βatʃi	β a tʃ i	327	0	β a tʃ - - i		None
1417	egg	Iskonawa	βaʧi	βaʧi	β a tʃ i	327	0	β a tʃ - - i		None
1418	egg	Chakobo	βatʃi	βatʃi	β a tʃ i	327	0	β a tʃ - - i		None
1419	egg	Pakawara	watʃi	watʃi	w a tʃ i	327	0	w a tʃ - - i		None
1420	egg	Kakataibo	βatsi	βatsi	β a ts i	327	0	β a ts - - i		None
1421	egg	Kaxarari	watʃi	watʃi	w a tʃ i	327	0	w a tʃ - - i		None
1422	egg	Mastanawa	tu	tu	t u	328	0	t u		None
1423	egg	Chaninawa	tu:	tu:	t uː	328	0	t uː		None
1424	egg	Sharanawa	tu	tu	t u	328	0	t u		None
1425	egg	Amawaka	wat͡ʃi	wat͡ʃi	w a tʃ i	327	0	w a tʃ - - i		None
1426	egg	Nawa	tu	tu	t u	328	0	t u		None
1427	egg	Marinawa	tuʔu	tuʔu	t u ʔ u	328	0	t u ʔ u		None
1428	egg	Yaminawa	tu	tu	t u	328	0	t u		None
1429	egg	Kashinawa_P	βaʧi	βaʧi	β a tʃ i	327	0	β a tʃ - - i		None
1430	egg	Kashinawa_B	βatʃi	βatʃi	β a tʃ i	327	0	β a tʃ - - i		None
1431	water	Matses	akte	akte	a k + t e	1391	0	a k + t e		None
1432	water	Matis	waka	waka	w a k a	1391	0	w a k a		None
1433	water	Marubo	waka	waka	w a k a	1391	0	w a k a		None
1434	water	Katukina	waka	waka	w a k a	1391	0	w a k a		None
1435	water	Kanamari	waka	waka	w a k a	1391	0	w a k a		None
1436	water	Shipibo_Konibo	umpaʂ	umpaʂ	u m p a ʂ	1392	0	u m p a ʂ		None
1437	water	Shipibo_Konibo	hɨnɨ	hɨnɨ	h ɨ n ɨ	1390	0	h ɨ n ɨ		None
1438	water	Kapanawa	hɨnɨ	hɨnɨ	h ɨ n ɨ	1390	0	h ɨ n ɨ		None
1439	water	Arara	βaka	βaka	β a k a	1391	0	β a k a		None
1440	water	Shanenawa	ɨnɨ	ɨnɨ	ɨ n ɨ	1390	0	- ɨ n ɨ		None
1441	water	Yawanawa	βaka	βaka	β a k a	1391	0	β a k a		None
1442	water	Nukini	waka	waka	w a k a	1391	0	w a k a		None
1443	water	Poyanawa	waka	waka	w a k a	1391	0	w a k a		None
1444	water	Iskonawa	ɨpaha	ɨpaha	ɨ p a h a	1394	0	ɨ p a h a		None
1445	water	Chakobo	hɨnɨ	hɨnɨ	h ɨ n ɨ	1390	0	h ɨ n ɨ		None
1446	water	Pakawara	hɨnɨ	hɨnɨ	h ɨ n ɨ	1390	0	h ɨ n ɨ		None
1447	water	Kakataibo	unpaʂ	onpaʂ	u n p a ʂ	29	0	o n p a ʂ		Borrowing
1448	water	Kaxarari	waka	waka	w a k a	1391	0	w a k a		None
1449	water	Mastanawa	ɨdɨ	ɨdɨ	ɨ d ɨ	1390	0	- ɨ d ɨ		None
1450	water	Chaninawa	ɨdɨ	ɨdɨ	ɨ d ɨ	1390	0	- ɨ d ɨ		None
1451	water	Sharanawa	ɨdɨ	ɨdɨ	ɨ d ɨ	1390	0	- ɨ d ɨ		None
1452	water	Amawaka	hɨndɨ	hɨndɨ	h ɨ ⁿd ɨ	1390	0	h ɨ ⁿd ɨ		None
1453	water	Nawa	ɨdɨ	ɨdɨ	ɨ d ɨ	1390	0	- ɨ d ɨ		None
1454	water	Marinawa	ɸaka	ɸaka	ɸ a k a	1391	0	ɸ a k a		None
1455	water	Yaminawa	waʔa	waʔa	w a ʔ a	1391	0	w a ʔ a		None
1456	water	Kashinawa_P	hɨnɨ	hɨnɨ	h ɨ n ɨ	1390	0	h ɨ n ɨ		None
1457	water	Kashinawa_P	umpaʂ	umpaʂ	u m p a ʂ	1392	0	u m p a ʂ		None
1458	water	Kashinawa_B	unpaʂ	unpaʂ	u n p a ʂ	1392	0	u n p a ʂ		None
1459	fire	Matses	kuɨte	kuɨte	kʷ ɨ + t e	403	0	k u ɨ + t e - -		None
1460	fire	Matis	mɨʂte	mɨʂte	m ɨ ʂ + t e	409	0	m ɨ ʂ + t e - -		None
1461	fire	Marubo	tʃi	tʃi	tʃ i	402	0	tʃ i - -		None
1462	fire	Katukina	tii	tii	t iː	402	0	t iː - -		None
1463	fire	Kanamari	tʃiʔi	tʃi?i	tʃ i ʔ i	402	0	tʃ i ʔ i		None
1464	fire	Shipibo_Konibo	tʃi	tʃi	tʃ i	402	0	tʃ i - -		None
1465	fire	Kapanawa	tʃii	tʃii	tʃ iː	402	0	tʃ iː - -		None
1466	fire	Arara	tʃi	tʃi	tʃ i	402	0	tʃ i - -		None
1467	fire	Shanenawa	tʃi	tʃi	tʃ i	402	0	tʃ i - -		None
1468	fire	Yawanawa	tʃi	tʃi	tʃ i	402	0	tʃ i - -		None
1469	fire	Nukini	huspiti	huspiti	h u s p i t i	408	0	h u s p i t i		None
1470	fire	Nukini	iʃi	iʃi	i ʃ i	402	0	- i ʃ i		None
1471	fire	Poyanawa	ikutimba	ikutimba	i k u t i m b a	407	0	i k u t i m b a		None
1472	fire	Iskonawa	hɨna	hɨna	h ɨ n a	410	0	h ɨ n a		None
1473	fire	Chakobo	tʃiʔi	tʃi?i	tʃ i ʔ i	402	0	tʃ i ʔ i		None
1474	fire	Pakawara	tʃiʔi	tʃi?i	tʃ i ʔ i	402	0	tʃ i ʔ i		None
1475	fire	Kakataibo	tsi	tsi	ts i	402	0	ts i - -		None
1476	fire	Kaxarari	tʃi	tʃi	tʃ i	402	0	tʃ i - -		None
1477	fire	Mastanawa	ʧi	ʧi	tʃ i	402	0	tʃ i - -		None
1478	fire	Chaninawa	t͡ʃi:	t͡ʃi:	tʃ iː	402	0	tʃ iː - -		None
1479	fire	Sharanawa	t͡ʃi	t͡ʃi	tʃ i	402	0	tʃ i - -		None
1480	fire	Amawaka	t͡ʃiʔi	t͡ʃiʔi	tʃ i ʔ i	402	0	tʃ i ʔ i		None
1481	fire	Nawa	ʧi	ʧi	tʃ i	402	0	tʃ i - -		None
1482	fire	Marinawa	ʧi	ʧi	tʃ i	402	0	tʃ i - -		None
1483	fire	Yaminawa	ʧi	ʧi	tʃ i	402	0	tʃ i - -		None
1484	fire	Kashinawa_P	ʧi	ʧi	tʃ i	402	0	tʃ i - -		None
1485	fire	Kashinawa_B	tʃi	tʃi	tʃ i	402	0	tʃ i - -		None
1486	smoke [noun]	Matses	puʂudkid	puʂudkid	p u ʂ u d + k i d	1096	0	p u ʂ u d + k i d		None
1487	smoke [noun]	Matis	kuin	kuin	k u i n	1092	0	k u - - i n -		None
1488	smoke [noun]	Marubo	kuin	kuin	k u i n	1092	0	k u - - i n -		None
1489	smoke [noun]	Katukina	kuin	kuin	k u i n	1092	0	k u - - i n -		None
1490	smoke [noun]	Kanamari	khoʔi	kho?i	kʰ o ʔ i	1092	0	kʰ o ʔ - i - -		None
1491	smoke [noun]	Shipibo_Konibo	kuin	kuin	k u i n	1092	0	k u - - i n -		None
1492	smoke [noun]	Kapanawa	kuʔin	ku?in	k u ʔ i n	1092	0	k u ʔ - i n -		None
1493	smoke [noun]	Arara	kuĩ	kuĩ	k u ĩ	1092	0	k u - - ĩ - -		None
1494	smoke [noun]	Shanenawa	kuin	kuin	k u i n	1092	0	k u - - i n -		None
1495	smoke [noun]	Yawanawa	nawɨ	nawɨ	n a w ɨ	691	0	n a w ɨ		None
1496	smoke [noun]	Nukini	rumã	rumã	r u m ã	1095	0	r u m ã		None
1497	smoke [noun]	Poyanawa	humbu	humbu	h u m b u	1094	0	h u m b u		None
1498	smoke [noun]	Poyanawa	kũĩ	kũĩ	k ũ ĩ	1092	0	k ũ - - ĩ - -		None
1499	smoke [noun]	Iskonawa	kũĩ	kũĩ	k ũ ĩ	1092	0	k ũ - - ĩ - -		None
1500	smoke [noun]	Chakobo	kuʔini	ku?ini	k u ʔ i n i	1092	0	k u ʔ - i n i		None
1501	smoke [noun]	Pakawara	kuʔina	ku?ina	k u ʔ i n a	1092	0	k u ʔ - i n a		None
1502	smoke [noun]	Kakataibo	kuin	kuin	k u i n	1092	0	k u - - i n -		None
1503	smoke [noun]	Kaxarari	kuani	kuani	kʷ a n i	1092	0	k u - - a n i		None
1504	smoke [noun]	Mastanawa	kunwi	kunwi	k u n w i	1092	0	k u n w i - -		None
1505	smoke [noun]	Chaninawa	kunwi	kunwi	k u n w i	1092	0	k u n w i - -		None
1506	smoke [noun]	Sharanawa	kuwin	kuwin	k u w i n	1092	0	k u - w i n -		None
1507	smoke [noun]	Amawaka	kũʔĩn	kũʔĩn	k ũ ʔ ĩ n	1092	0	k ũ ʔ - ĩ n -		None
1508	smoke [noun]	Nawa	kũwĩ	kũwĩ	k ũ w ĩ	1092	0	k ũ - w ĩ - -		None
1509	smoke [noun]	Marinawa	kunwi	kunwi	k u n w i	1092	0	k u n w i - -		None
1510	smoke [noun]	Yaminawa	kũwi	kũwi	k ũ w i	1092	0	k ũ - w i - -		None
1511	smoke [noun]	Kashinawa_P	kuɨ	kuɨ	k u ɨ	1092	0	k u - - ɨ - -		None
1512	smoke [noun]	Kashinawa_B	kuĩ	kuĩ	k u ĩ	1092	0	k u - - ĩ - -		None
1513	earth [soil]	Matses	nidaid	nidaid	n i + d a i d	319	0	n i + d a i d		None
1514	earth [soil]	Matis	tʂod	tʂod	ʈʂ o d	318	0	ʈʂ o d		None
1515	earth [soil]	Marubo	mai	mai	m a j	317	78	m a - i		None
1516	earth [soil]	Katukina	mai	mai	m a j	317	78	m a - i		None
1517	earth [soil]	Kanamari	mai	mai	m a j	317	78	m a - i		None
1518	earth [soil]	Shipibo_Konibo	mai	mai	m a j	317	78	m a - i		None
1519	earth [soil]	Kapanawa	mai	mai	m a j	317	78	m a - i		None
1520	earth [soil]	Arara	bai	bai	b a j	317	78	b a i - -		None
1521	earth [soil]	Shanenawa	mai	mai	m a j	317	78	m a - i		None
1522	earth [soil]	Yawanawa	mai	mai	m a j	317	78	m a - i		None
1523	earth [soil]	Nukini	naya	naya	n a j a	320	0	n a j a		None
1524	earth [soil]	Nukini	mai	mai	m a j	317	78	m a - i		None
1525	earth [soil]	Poyanawa	baj	baj	b a j	317	78	b a j		None
1526	earth [soil]	Iskonawa	maj	maj	m a i	317	78	m a - i		None
1527	earth [soil]	Chakobo	mai	mai	m a j	317	78	m a - i		None
1528	earth [soil]	Pakawara	mai	mai	m a j	317	78	m a - i		None
1529	earth [soil]	Kakataibo	me	me	m e	317	78	m e		None
1530	earth [soil]	Kaxarari	mawi	mawi	m a w i	317	80 0	m a w i		None
1531	earth [soil]	Mastanawa	baj	baj	b a i	317	78	b a - i		None
1532	earth [soil]	Chaninawa	bai	bai	b a j	317	78	b a - i		None
1533	earth [soil]	Sharanawa	bai	bai	b a j	317	78	b a - i		None
1534	earth [soil]	Amawaka	maj	maj	m a i	317	78	m a - i		None
1535	earth [soil]	Nawa	baj	baj	b a j	317	78	b a j		None
1536	earth [soil]	Marinawa	baj	baj	b a i	317	78	b a - i		None
1537	earth [soil]	Yaminawa	baj	baj	b a i	317	78	b a - i		None
1538	earth [soil]	Kashinawa_P	maj	maj	m a i	317	78	m a - i		None
1539	earth [soil]	Kashinawa_B	mai	mai	m a j	317	78	m a - i		None
1540	dust	Matses	putu	putu	p u t u	303	0	- - - - p u t u		None
1541	dust	Matis	putu	putu	p u t u	303	0	- - - - p u t u		None
1542	dust	Marubo	putu	putu	p u t u	303	0	- - - - p u t u		None
1543	dust	Katukina	maiputu	mai-putu	m a j + p u t u	303	0	m a j + p u t u		None
1544	dust	Kanamari	mai poto	mai poto	m a j + p o t o	303	0	m a j + p o t o		None
1545	dust	Shipibo_Konibo	putu	putu	p u t u	303	0	- - - - p u t u		None
1546	dust	Kapanawa	putu	putu	p u t u	303	0	- - - - p u t u		None
1547	dust	Arara	putu	putu	p u t u	303	0	- - - - p u t u		None
1548	dust	Shanenawa	putu	putu	p u t u	303	0	- - - - p u t u		None
1549	dust	Iskonawa	putu	putu	p u t u	303	0	- - - - p u t u		None
1550	dust	Chakobo	miʃpu	miʃpu	m i ʃ + p u	305	0	m i ʃ p u		None
1551	dust	Kakataibo	putu	putu	p u t u	303	0	- - - - p u t u		None
1552	dust	Kaxarari	mapu	mapu	m a p u	304	0	m a p - - u		None
1553	dust	Mastanawa	bapu	bapu	b a p u	304	0	b a p - - u		None
1554	dust	Chaninawa	bapu	bapu	b a + p u	304	0	b a p - - u		None
1555	dust	Sharanawa	bapuhu	bapuhu	b a p u h u	304	0	b a p u h u		None
1556	dust	Amawaka	t͡ʃiʃpu	t͡ʃiʃpu	tʃ i ʃ + p u	305	0	tʃ i ʃ p u		None
1557	dust	Nawa	bapu	bapu	b a p u	304	0	b a p - - u		None
1558	dust	Marinawa	bapu	bapu	b a p u	304	0	b a p - - u		None
1559	dust	Yaminawa	bapu	bapu	b a p u	304	0	b a p - - u		None
1560	dust	Kashinawa_P	miʃpu	miʃpu	m i ʃ + p u	305	0	m i ʃ p u		None
1561	dust	Kashinawa_P	kuruʔ	kuruʔ	k u r u ʔ	306	0	k u r u ʔ		None
1562	dust	Kashinawa_B	mapu	mapu	m a + p u	304	0	m a p - - u		None
1563	sand	Matses	masi	masi	m a s i	968	0	- - - - - m a s i -		None
1564	sand	Matis	masi	masi	m a s i	968	0	- - - - - m a s i -		None
1565	sand	Marubo	maʃi	maʃi	m a ʃ i	968	0	- - - - - m a ʃ i -		None
1566	sand	Kanamari	maʃaʃ	maʃaʃ	m a ʃ a ʃ	968	0	- - - - - m a ʃ a ʃ		None
1567	sand	Shipibo_Konibo	maʃi	maʃi	m a ʃ i	968	0	- - - - - m a ʃ i -		None
1568	sand	Kapanawa	maʃi	maʃi	m a ʃ i	968	0	- - - - - m a ʃ i -		None
1569	sand	Arara	baʃi	baʃi	b a ʃ i	968	0	b a - - - - - ʃ i -		None
1570	sand	Shanenawa	maʂi	maʂi	m a ʂ i	968	0	- - - - - m a ʂ i -		None
1571	sand	Yawanawa	maʃi	maʃi	m a ʃ i	968	0	- - - - - m a ʃ i -		None
1572	sand	Nukini	mai	mai	m a j	969	0	m a - i -		None
1573	sand	Poyanawa	baʃi	baʃi	b a ʃ i	968	0	b a - - - - - ʃ i -		None
1574	sand	Iskonawa	maʃi	maʃi	m a ʃ i	968	0	- - - - - m a ʃ i -		None
1575	sand	Chakobo	maʂɨnɨ	maʂɨnɨ	m a ʂ ɨ + n ɨ	968	0	m a ʂ ɨ + n ɨ - - -		None
1576	sand	Pakawara	maʃina	maʃina	m a ʃ i + n a	968	0	m a ʃ i + n a - - -		None
1577	sand	Kakataibo	masi	masi	m a s i	968	0	- - - - - m a s i -		None
1578	sand	Kaxarari	hɨnɨmaʂi	hɨnɨmaʂi	h ɨ n ɨ + m a ʂ i	968	0	h ɨ n ɨ + m a ʂ i -		None
1579	sand	Mastanawa	majnhi	majnhi	m a j n + h i	969	0	m a j - n + h i		None
1580	sand	Chaninawa	maiɸi	maiɸi	m a j + ɸ i	969	0	m a - i - + ɸ i		None
1581	sand	Sharanawa	mainɸi	mainɸi	m a i n + ɸ i	969	0	m a - i n + ɸ i		None
1582	sand	Amawaka	maj	maj	m a i	969	0	- - - - - m a - i -		None
1583	sand	Nawa	majɸi	majɸi	m a j + ɸ i	969	0	m a j - - + ɸ i		None
1584	sand	Marinawa	ɨndɨmaj	ɨndɨmaj	ɨ ⁿd ɨ + m a i	969	0	- ɨ ⁿd ɨ + m a - i -		None
1585	sand	Yaminawa	baʃi	baʃi	b a ʃ i	968	0	b a - - - - - ʃ i -		None
1586	sand	Kashinawa_P	maʃi	maʃi	m a ʃ i	968	0	- - - - - m a ʃ i -		None
1587	sand	Kashinawa_B	maʂi	maʂi	m a ʂ i	968	0	- - - - - m a ʂ i -		None
1588	stone	Matses	kuɨnote	kuɨnote	kʷ ɨ n o t e	1203	0	k u ɨ n o t e		None
1589	stone	Matis	maʂaʂ	maʂaʂ	m a ʂ a ʂ	1197	0	m a ʂ a ʂ ( - )		None
1590	stone	Marubo	ʂaʂu	ʂaʂu	ʂ a ʂ u	1607	0	ʂ a ʂ u		None
1591	stone	Katukina	miski	miski	m i s k i	1198	0	m i s k i ( - - )		None
1592	stone	Shipibo_Konibo	makan	makan	m a k a n	1184	0	m a k a n		None
1593	stone	Kapanawa	makan	makan	m a k a n	1184	0	m a k a n		None
1594	stone	Arara	buʃkite	buʃkite	b u ʃ k i t e	1608	0	b u ʃ k i t e		None
1595	stone	Shanenawa	mɨʂkiti	mɨʂkiti	m ɨ ʂ k i t i	1198	0	m ɨ ʂ k i ( t i )		None
1596	stone	Yawanawa	maʂaʂɨ	maʂaʂɨ	m a ʂ a ʂ ɨ	1197	0	m a ʂ a ʂ ( ɨ )		None
1597	stone	Nukini	mɨtɨ	mɨtɨ	m ɨ t ɨ	1202	0	m ɨ t ɨ		None
1598	stone	Poyanawa	ruɨ	ruɨ	r u ɨ	1201	0	r u ɨ		None
1599	stone	Iskonawa	ruɨ	ruɨ	r u ɨ	1201	0	r u ɨ		None
1600	stone	Chakobo	maʂaʂa	maʂaʂa	m a ʂ a ʂ a	1197	0	m a ʂ a ʂ ( a )		None
1601	stone	Pakawara	tumu	tumu	t u m u	1199	0	t u m u		None
1602	stone	Kakataibo	maʂaʂ	maʂaʂ	m a ʂ a ʂ	1197	0	m a ʂ a ʂ ( - )		None
1603	stone	Kaxarari	ʂaʂu	ʂaʂu	ʂ a ʂ u	1607	0	ʂ a ʂ u		None
1604	stone	Mastanawa	tujri	tujri	t u j r i	1200	0	t u - j r i		None
1605	stone	Chaninawa	bakɨʂi	bakɨʂi	b a k ɨ ʂ i	1185	0	b a k ɨ ʂ i		None
1606	stone	Sharanawa	bakɨʂɨ	bakɨʂɨ	b a k ɨ ʂ ɨ	1185	0	b a k ɨ ʂ ɨ		None
1607	stone	Amawaka	maʔkɨç	maʔkɨç	m a ʔ k ɨ ç	1204	0	m a ʔ k ɨ ç		None
1608	stone	Nawa	tukiɾi	tukiɾi	t u k i ɾ i	1200	0	t u k i ɾ i		None
1609	stone	Marinawa	tukiɾi	tukiɾi	t u k i ɾ i	1200	0	t u k i ɾ i		None
1610	stone	Yaminawa	baʔɨʂ	baʔɨʂ	b a ʔ ɨ ʂ	1185	0	b a ʔ ɨ ʂ -		None
1611	stone	Kashinawa_P	miʃki	miʃki	m i ʂ k i	1198	0	m i ʂ k i ( - - )		None
1612	stone	Kashinawa_B	miʂki	miʂki	m i ʂ k i	1198	0	m i ʂ k i ( - - )		None
1613	rain	Matses	ue	we	u e	894	0	u - e		None
1614	rain	Matis	ue	we	u e	894	0	u - e		None
1615	rain	Marubo	ui	ui	u i	894	0	u - i		None
1616	rain	Katukina	ui	ui	u i	894	0	u - i		None
1617	rain	Shipibo_Konibo	ui	ui	u i	894	0	u - i		None
1618	rain	Kapanawa	ui	ui	u i	894	0	u - i		None
1619	rain	Arara	ui	ui	u i	894	0	u - i		None
1620	rain	Shanenawa	ui	ui	u i	894	0	u - i		None
1621	rain	Nukini	awi	awi	a w i	894	0	a w i		None
1622	rain	Nukini	nui	nui	n u i	1632	0	n u - i		None
1623	rain	Poyanawa	ui	ui	u i	894	0	u - i		None
1624	rain	Iskonawa	ui	ui	u i	894	0	u - i		None
1625	rain	Chakobo	ui	ui	u i	894	0	u - i		None
1626	rain	Pakawara	ui	ui	u i	894	0	u - i		None
1627	rain	Kakataibo	uɲe	uɲe	u ɲ e	894	0	u ɲ e		None
1628	rain	Kaxarari	uwahi	uwahi	u w a	894	0	u w a		None
1629	rain	Mastanawa	uwi	uwi	u w i	894	0	u w i		None
1630	rain	Chaninawa	uwi	uwi	u w i	894	0	u w i		None
1631	rain	Sharanawa	uwi	uwi	u w i	894	0	u w i		None
1632	rain	Amawaka	uwi	uwi	u w i	894	0	u w i		None
1633	rain	Nawa	uwi	uwi	u w i	894	0	u w i		None
1634	rain	Marinawa	ubi	ubi	u b i	894	0	u b i		None
1635	rain	Yaminawa	uwi	uwi	u w i	894	0	u w i		None
1636	rain	Kashinawa_P	uj	uj	u i	894	0	u - i		None
1637	rain	Kashinawa_B	ui	ui	u i	894	0	u - i		None
1638	fog	Matses	senadɨn kuɨte	senadɨn kuɨte	s e n a d ɨ n + k u ɨ + t e	476	0	s e n a d ɨ n + k u - ɨ - + t e		None
1639	fog	Matis	nɨʂo βɨjunwate	nɨʂo βɨjunwate	n ɨ ʂ o + β ɨ j u n w a t e	477	0	n ɨ ʂ o + β ɨ j u n w a t e		None
1640	fog	Marubo	wiʃnan	wiʃnan	w i ʃ n a n	467	0	w i ʃ n a n		None
1641	fog	Katukina	ixinna	ixinna	i x/ʂ i n n a	467	0	i x i n n a		None
1642	fog	Shipibo_Konibo	niʃβi	niʃβi	n i ʂ β i	465	0	n i ʂ β i		None
1643	fog	Kapanawa	nɨtɨ kuru	nɨtɨ kuru	n ɨ t ɨ + k u r u	381	0	n ɨ t ɨ + k u r u		None
1644	fog	Arara	batsiki	batsiki	b a ts i k i	470	0	b a ts i k i		None
1645	fog	Shanenawa	kuĩ	kuĩ	k u ĩ	466	0	k u - ĩ -		None
1646	fog	Iskonawa	kuin	kuin	k u i n	466	0	k u - i n		None
1647	fog	Iskonawa	bishai	bishai	b i ʃ a j	473	0	b i ʃ a i		None
1648	fog	Chakobo	kuru	kuru	k u r u	381	0	k u r u		None
