ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	MORPHEMES	COGID	BODY	BODYID
1844	Chaninawa	night	jabɨ	jabɨ	j a b ɨ			823	[]	1
1845	Sharanawa	night	jabɨ	jabɨ	j a b ɨ			823	[]	1
1846	Amawaka	night	jambɨ	jambɨ	j a m b ɨ			823	[]	1
1847	Nawa	night	jabɨ	jabɨ	j a b ɨ			823	[]	1
1848	Marinawa	night	jambɨ	jambɨ	j a m b ɨ			823	[]	1
1849	Yaminawa	night	waʔiʃ	waʔiʃ	w a ʔ i ʃ			824	[]	1
1850	Kashinawa_P	night	mɨʂu	mɨʂu	m ɨ ʂ u			825	[]	1
1851	Kashinawa_P	night	jamɨ	jamɨ	j a m ɨ			823	[]	1
1852	Kashinawa_B	night	mɨʂumɨdã	mɨʂumɨdã	m ɨ ʂ u			825	[]	1
1853	Araona	night	sisa	sisa	s i s a			829	[]	1
568	Matses	nose	dɨβiate	dɨβiate	d ɨ + β i a t e			830	[]	1
569	Matis	nose	dɨʂan	dɨʂan	d ɨ + ʂ a n			830	[]	1
570	Marubo	nose	rɨkin	rɨkin	r ɨ + k i n			830	[]	1
571	Katukina	nose	renkin	renkin	r ɨ + k i n			830	[]	1
572	Kanamari	nose	rɨkĩ	rɨkĩ	r ɨ + k ĩ			830	[]	1
573	Shipibo_Konibo	nose	rɨkin	rɨkin	r ɨ + k i n			830	[]	1
574	Kapanawa	nose	rɨkin	rɨkin	r ɨ + k i n			830	[]	1
575	Shanenawa	nose	rɨkin	rɨkin	r ɨ + k i n			830	[]	1
576	Yawanawa	nose	rɨkin	rɨkin	r ɨ + k i n			830	[]	1
577	Nukini	nose	rɨ̃kɨ̃	rɨ̃kɨ̃	r ɨ̃ + k ɨ̃			830	[]	1
578	Poyanawa	nose	rɨnkĩ	rɨnkĩ	r ɨ + k ĩ			830	[]	1
579	Iskonawa	nose	ɾɨnkĩ	ɾɨnkĩ	ɾ ɨ + k ĩ			830	[]	1
580	Chakobo	nose	rɨʂaki	rɨʂaki	r ɨ + ʂ a k i			830	[]	1
581	Pakawara	nose	rɨkina	rɨkina	r ɨ + k i n a			830	[]	1
582	Kakataibo	nose	rɨkin	rɨkin	r ɨ + k i n			830	[]	1
583	Kaxarari	nose	tʃɨkani	tʃɨkani	r ɨ + k a n i			830	[]	1
584	Mastanawa	nose	ɾɨʧuʔu	ɾɨʧuʔu	ɾ ɨ + tʃ u ʔ u			830	[]	1
585	Chaninawa	nose	ɾɨki	ɾɨki	ɾ ɨ + k i			830	[]	1
586	Sharanawa	nose	ɾɨt͡ʃuku	ɾɨt͡ʃuku	ɾ ɨ + tʃ u k u			830	[]	1
587	Amawaka	nose	ɾɨ(n)kin	ɾɨkin	ɾ ɨ + k i n			830	[]	1
588	Nawa	nose	ɾɨʧa	ɾɨʧa	ɾ ɨ + tʃ a			830	[]	1
589	Marinawa	nose	ɾɨʧuku	ɾɨʧuku	ɾ ɨ + tʃ u k u			830	[]	1
590	Yaminawa	nose	ɾɨʧuʔu	ɾɨʧuʔu	ɾ ɨ + tʃ u ʔ u			830	[]	1
591	Kashinawa_P	nose	dɨki	dɨki	d ɨ + k i			830	[]	1
592	Kashinawa_P	nose	ɾɨki	ɾɨki	ɾ ɨ + k i			830	[]	1
593	Kashinawa_B	nose	dɨkĩ	dɨkĩ	d ɨ + k ĩ			830	[]	1
594	Araona	nose	ewi	ewi	e w i			831	[]	1
3751	Matses	old [adj.]	ʂɨni	ʂɨni	ʂ ɨ n i			833	[]	1
3752	Matis	old [adj.]	ʂɨni	ʂɨni	ʂ ɨ n i			833	[]	1
3753	Marubo	old [adj.]	ʂɨni	ʂɨni	ʂ ɨ n i			833	[]	1
3754	Katukina	old [adj.]	sheni-a	shenia	ʃ e n i a			833	[]	1
3755	Shipibo_Konibo	old [adj.]	payu	payu	p a j u			837	[]	1
3756	Kapanawa	old [adj.]	ʂɨni	ʂɨni	ʂ ɨ n i			833	[]	1
3757	Shanenawa	old [adj.]	ani	ani	a n i			805	[]	1
3758	Yawanawa	old [adj.]	ʃini	ʃini	ʃ i n i			833	[]	1
3759	Nukini	old [adj.]	nusi	nusi	n u s i			834	[]	1
3760	Poyanawa	old [adj.]	iwa	iwa	i w a			838	[]	1
3761	Iskonawa	old [adj.]	hɨni	hɨni	h ɨ n i			833	[]	1
3762	Chakobo	old [adj.]	yusi	yusi	j u s i			834	[]	1
3763	Pakawara	old [adj.]	nui	nui	n u i			834	[]	1
3764	Kakataibo	old [adj.]	ʂɨni	ʂɨni	ʂ ɨ n i			833	[]	1
3765	Kaxarari	old [adj.]	tʃapawɨ	tʃapawɨ	tʃ a p a w ɨ			839	[]	1
3766	Mastanawa	old [adj.]	ʂɨdi	ʂɨdi	ʂ ɨ d i			833	[]	1
3767	Chaninawa	old [adj.]	ʂɨdi	ʂɨdi	ʂ ɨ d i			833	[]	1
3768	Sharanawa	old [adj.]	ʂɨdi	ʂɨdi	ʂ ɨ d i			833	[]	1
3769	Amawaka	old [adj.]	çɨndi	çɨndi	ç ɨ ⁿd i			833	[]	1
3770	Nawa	old [adj.]	ʂɨdi	ʂɨdi	ʂ ɨ d i			833	[]	1
3771	Marinawa	old [adj.]	ʂɨndi	ʂɨndi	ʂ ɨ ⁿd i			833	[]	1
3772	Yaminawa	old [adj.]	ʂɨdi	ʂɨdi	ʂ ɨ d i			833	[]	1
3773	Kashinawa_P	old [adj.]	ʂɨni	ʂɨni	ʂ ɨ n i			833	[]	1
3774	Kashinawa_B	old [adj.]	mɨstɨβu	mɨstɨβu	m ɨ s t ɨ β u			840	[]	1
3775	Araona	old [adj.]	esi	esi	e s i			835	[]	1
3776	Araona	old [adj.]	poisa	poisa	p o i s a			836	[]	1
4149	Matses	one	aβentsɨk	aβentsɨk	a + β e n + ts ɨ k			846	[]	1
4150	Matis	one	epapa	epapa	e p a p a			847	[]	1
4151	Marubo	one	wɨstiʃta	wɨstiʃta	w ɨ s t i ʃ t a			843	[]	1
4152	Katukina	one	westi	westi	w e s t i			843	[]	1
4153	Katukina	one	wistxi	wistxi	w i s ʈʂ i			843	[]	1
4154	Kanamari	one	wɨste	wɨste	w ɨ s t e			843	[]	1
4155	Shipibo_Konibo	one	wɨstiura	wɨstiura	w ɨ s t i + u r a			843	[]	1
4156	Kapanawa	one	wɨsti	wɨsti	w ɨ s t i			843	[]	1
4157	Shanenawa	one	wistisi	wistisi	w i s t i s i			843	[]	1
4158	Yawanawa	one	wɨsti	wɨsti	w ɨ s t i			843	[]	1
4159	Poyanawa	one	raβukamba	raβukamba	r a β u k a m b a			845	[]	1
4160	Iskonawa	one	wistɨwan	wistɨwan	w i s t ɨ w a n			843	[]	1
4161	Chakobo	one	wɨsti-ta	wɨstita	w ɨ s t i t a			843	[]	1
4162	Pakawara	one	wistiʃna	wistiʃna	w i s t i ʃ n a			843	[]	1
4163	Kakataibo	one	atʃuʃi	atʃuʃi	a tʃ u ʃ i			848	[]	1
4164	Kaxarari	one	wɨspi	wɨspi	w ɨ s p i			843	[]	1
4165	Mastanawa	one	ɸɨsti	ɸɨsti	ɸ ɨ s t i			843	[]	1
4166	Chaninawa	one	ɸɨsti	ɸɨsti	ɸ ɨ s t i			843	[]	1
4167	Sharanawa	one	ɸɨsti	ɸɨsti	ɸ ɨ s t i			843	[]	1
4168	Amawaka	one	ti	ti	t i			850	[]	1
4169	Nawa	one	ɸɨsti	ɸɨsti	ɸ ɨ s t i			843	[]	1
4170	Marinawa	one	ɸɨsti	ɸɨsti	ɸ ɨ s t i			843	[]	1
4171	Yaminawa	one	ɸisti	ɸisti	ɸ i s t i			843	[]	1
4172	Kashinawa_P	one	βɨstiʧa	βɨstiʧa	β ɨ s t i tʃ a			843	[]	1
4173	Kashinawa_B	one	βɨʂtitʃa	βɨʂtitʃa	β ɨ ʂ t i tʃ a			843	[]	1
4174	Araona	one	peada	peada	p e a d a			844	[]	1
4289	Matses	other	utsi	utsi	u ts i			852	[]	1
4290	Matis	other	wɨtsi	wɨtsi	w ɨ + ts i			852	[]	1
4291	Marubo	other	wɨtsa	wɨtsa	w ɨ ts a			852	[]	1
4292	Katukina	other	witsan	witsan	w i ts a n			852	[]	1
4293	Shipibo_Konibo	other	wɨtsa	wɨtsa	w ɨ ts a			852	[]	1
4294	Kapanawa	other	wɨtsa	wɨtsa	w ɨ ts a			852	[]	1
4295	Iskonawa	other	witsa	witsa	w i ts a			852	[]	1
4296	Chakobo	other	wɨsta	wɨsta	w ɨ s t a			852	[]	1
4297	Kakataibo	other	βɨtsi	βɨtsi	β ɨ ts i			852	[]	1
4298	Mastanawa	other	ɸɨtsa	ɸɨtsa	ɸ ɨ ts a			852	[]	1
4299	Chaninawa	other	ɸɨt͡sa	ɸɨt͡sa	ɸ ɨ ts a			852	[]	1
4300	Sharanawa	other	ɸɨt͡sa	ɸɨt͡sa	ɸ ɨ ts a			852	[]	1
4301	Amawaka	other	wɨt͡sa	wɨt͡sa	w ɨ ts a			852	[]	1
4302	Nawa	other	wɨtsa	wɨtsa	w ɨ ts a			852	[]	1
4303	Marinawa	other	ɸɨtsa	ɸɨtsa	ɸ ɨ ts a			852	[]	1
4304	Yaminawa	other	wɨtsa	wɨtsa	w ɨ ts a			852	[]	1
4305	Kashinawa_P	other	βɨtsa	βɨtsa	β ɨ ts a			852	[]	1
4306	Araona	other	aso	aso	a s o			854	[]	1
4307	Araona	other	beta	beta	b e t a			852	[]	1
4308	Araona	other	pea	pea	p e a			822	[]	1
336	Matses	person (human)	matses	matses	m a ts e s			858	[]	1
337	Matis	person (human)	matses	matses	m a ts e s			858	[]	1
338	Marubo	person (human)	jura	jura	j u r a			855	[]	1
339	Shipibo_Konibo	person (human)	huni	huni	h u n i			856	[]	1
340	Kapanawa	person (human)	huni	huni	h u n i			856	[]	1
341	Shanenawa	person (human)	jura	jura	j u r a			855	[]	1
342	Yawanawa	person (human)	jura	jura	j u r a			855	[]	1
343	Nukini	person (human)	nukuni	nukuni	n u k u + u n i			856	[]	1
344	Poyanawa	person (human)	undi	undi	u ⁿd i			856	[]	1
345	Iskonawa	person (human)	uni	uni	u n i			856	[]	1
346	Chakobo	person (human)	nu?iria	nuʔiria	n u ʔ i r i a			807	[]	1
347	Pakawara	person (human)	huni	huni	h u n i			856	[]	1
348	Kakataibo	person (human)	uni	uni	u n i			856	[]	1
349	Kaxarari	person (human)	huni	huni	h u n i			856	[]	1
350	Mastanawa	person (human)	juɾa	juɾa	j u ɾ a			855	[]	1
351	Chaninawa	person (human)	ju:ɾa	ju:ɾa	j uː ɾ a			855	[]	1
352	Sharanawa	person (human)	juɾa	juɾa	j u ɾ a			855	[]	1
353	Amawaka	person (human)	juɾa	juɾa	j u ɾ a			855	[]	1
354	Nawa	person (human)	ju:ɾa	ju:ɾa	j uː ɾ a			855	[]	1
355	Marinawa	person (human)	juɾa	juɾa	j u ɾ a			855	[]	1
356	Yaminawa	person (human)	juɾa	juɾa	j u ɾ a			855	[]	1
357	Kashinawa_P	person (human)	huni	huni	h u n i			856	[]	1
358	Kashinawa_B	person (human)	yuda	yuda	j u d a			855	[]	1
359	Araona	person (human)	ekuicha	ekuicha	e k u i tʃ a			857	[]	1
360	Araona	person (human)	sedapo	sedapo	s e d a p o			859	[]	1
2566	Matses	play	mamɨn	mamɨn	m a m ɨ n			867	[]	1
2567	Matis	play	tʃuke	tʃuke	tʃ u k e			868	[]	1
2568	Marubo	play	wɨsia	wɨsia	w ɨ s i a			869	[]	1
2569	Marubo	play	usan	usan	u s a n			864	[]	1
2570	Shipibo_Konibo	play	tsini	tsini	ts i n i			866	[]	1
2571	Kapanawa	play	ʃiru	ʃiru	ʃ i r u			862	[]	1
2572	Shanenawa	play	ʂuʂu	ʂuʂu	ʂ u ʂ u			862	[]	1
2573	Yawanawa	play	ʃuʃu	ʃuʃu	ʂ u ʂ u			862	[]	1
2574	Iskonawa	play	mɨka	mɨka	m ɨ k a			863	[]	1
2575	Chakobo	play	kaʂa	kaʂa	k a ʂ a			861	[]	1
2576	Kakataibo	play	kwai	kwai	kʷ a i			809	[]	1
2577	Mastanawa	play	kaʂɨ	kaʂɨ	k a ʂ ɨ			861	[]	1
2578	Chaninawa	play	kaʂɨ	kaʂɨ	k a ʂ ɨ			861	[]	1
2579	Sharanawa	play	kaʂɨ	kaʂɨ	k a ʂ ɨ			861	[]	1
2580	Amawaka	play	mɨka	mɨka	m ɨ k a			863	[]	1
2581	Nawa	play	kaʂɨ	kaʂɨ	k a ʂ ɨ			861	[]	1
2582	Marinawa	play	kaʂɨ	kaʂɨ	k a ʂ ɨ			861	[]	1
2583	Yaminawa	play	kaʂɨ	kaʂɨ	k a ʂ ɨ			861	[]	1
2584	Yaminawa	play	ʂuʂu	ʂuʂu	ʂ u ʂ u			862	[]	1
2585	Kashinawa_P	play	βɨjusa	βɨjusa	β ɨ j u s a			870	[]	1
2586	Araona	play	topa	topa	t o p a			873	[]	1
2476	Matses	pull	ʂɨkka	ʂɨkka	ʂ ɨ k + k a			851	[]	1
2477	Matis	pull	tɨkka	tɨkka	t ɨ k + k a			851	[]	1
2478	Marubo	pull	tɨri	tɨri	t ɨ r i			851	[]	1
2479	Shipibo_Konibo	pull	nini	nini	n i n i			874	[]	1
2480	Kapanawa	pull	nini	nini	n i n i			874	[]	1
2481	Shanenawa	pull	nini	nini	n i n i			874	[]	1
2482	Yawanawa	pull	nini	nini	n i n i			874	[]	1
2483	Iskonawa	pull	ha ha ak	ha ha ak	h a + h a + a k			879	[]	1
2484	Chakobo	pull	nini	nini	n i n i			874	[]	1
2485	Kakataibo	pull	nini	nini	n i n i			874	[]	1
2486	Kaxarari	pull	waraha	waraha	w a r a h a			878	[]	1
2487	Mastanawa	pull	didi	didi	d i d i			874	[]	1
2488	Chaninawa	pull	didi	didi	d i d i			874	[]	1
2489	Sharanawa	pull	didi	didi	d i d i			874	[]	1
2490	Amawaka	pull	nindi	nindi	n i ⁿd i			874	[]	1
2491	Nawa	pull	didi	didi	d i d i			874	[]	1
2492	Marinawa	pull	dindi	dindi	d i ⁿd i			874	[]	1
2493	Yaminawa	pull	didi	didi	d i d i			874	[]	1
2494	Kashinawa_P	pull	nini	nini	n i n i			874	[]	1
2495	Kashinawa_B	pull	nini	nini	n i n i			874	[]	1
2496	Araona	pull	lekuekuea	lekuekuea	l e k u e k u e a			882	[]	1
2497	Matses	push	tsikunne	tsikunne	ts i k u n n e			832	[]	1
2498	Matis	push	kune	kune	k u n e			832	[]	1
2499	Marubo	push	masta	masta	m a s t a			889	[]	1
2500	Katukina	push	xutu	xutu	x/ʂ u t u			884	[]	1
2501	Shipibo_Konibo	push	ʂutun	ʂutun	ʂ u t u n			884	[]	1
2502	Kapanawa	push	wɨra	wɨra	w ɨ r a n			886	[]	1
2503	Kapanawa	push	ʂutun	ʂutun	ʂ u t u n			884	[]	1
2504	Shanenawa	push	pakɨ	pakɨ	p a k ɨ			883	[]	1
2505	Yawanawa	push	tsiki	tsiki	ts i k i			883	[]	1
2506	Iskonawa	push	tɨtu	tɨtu	t ɨ t u			887	[]	1
2507	Chakobo	push	tʃima	tʃima	tʃ i m a			891	[]	1
2508	Kakataibo	push	tʃatʃi	tʃatʃi	tʃ a tʃ i			887	[]	1
2509	Kaxarari	push	kuita	kuita	k u i t a			890	[]	1
2510	Mastanawa	push	pɨʂu	pɨʂu	p ɨ ʂ u			883	[]	1
2511	Chaninawa	push	pɨt͡sikidi	pɨt͡si	p ɨ ts i			883	[]	1
2512	Sharanawa	push	pɨt͡sikidi	pɨt͡si	p ɨ ts i			883	[]	1
2513	Amawaka	push	mɨɾa	wɨɾan	w ɨ ɾ a n			886	[]	1
2514	Nawa	push	pɨtsi	pɨtsi	p ɨ ts i			883	[]	1
2515	Marinawa	push	pɨtsikɨdi	pɨtsi	p ɨ ts i			883	[]	1
2516	Yaminawa	push	pɨʂɨ	pɨʂɨ	p ɨ ʂ ɨ			883	[]	1
2517	Kashinawa_P	push	ʂutu	ʂutu	ʂ u t u			884	[]	1
2518	Araona	push	je-anakiki	jeanakiki	j e a n a k i k i			892	[]	1
2519	Araona	push	nono	nono	n o n o			885	[]	1
1631	Matses	rain	we	ue	u e			894	[]	1
1632	Matis	rain	we	ue	u e			894	[]	1
1633	Marubo	rain	ui	ui	u i			894	[]	1
1634	Katukina	rain	ui	ui	u i			894	[]	1
1635	Shipibo_Konibo	rain	ui	ui	u i			894	[]	1
1636	Kapanawa	rain	ui	ui	u i			894	[]	1
1637	Shanenawa	rain	ui	ui	u i			894	[]	1
1638	Nukini	rain	awi	awi	a w i			894	[]	1
1639	Nukini	rain	nui	nui	n u i			894	[]	1
1640	Poyanawa	rain	ui	ui	u i			894	[]	1
1641	Iskonawa	rain	ui	ui	u i			894	[]	1
1642	Chakobo	rain	ui	ui	u i			894	[]	1
1643	Pakawara	rain	ui	ui	u i			894	[]	1
1644	Kakataibo	rain	uɲe	uɲe	u ɲ e			894	[]	1
1645	Kaxarari	rain	uwahi	uwahi	u w a			894	[]	1
1646	Mastanawa	rain	uwi	uwi	u w i			894	[]	1
1647	Chaninawa	rain	uwi	uwi	u w i			894	[]	1
1648	Sharanawa	rain	uwi	uwi	u w i			894	[]	1
1649	Amawaka	rain	uwi	uwi	u w i			894	[]	1
1650	Nawa	rain	uwi	uwi	u w i			894	[]	1
1651	Marinawa	rain	ubi	ubi	u b i			894	[]	1
1652	Yaminawa	rain	uwi	uwi	u w i			894	[]	1
1653	Kashinawa_P	rain	uj	uj	u i			894	[]	1
1654	Kashinawa_B	rain	ui	ui	u i			894	[]	1
1655	Araona	rain	nai	nai	n a i			896	[]	1
3653	Matses	red	piu	piu	p i u			904	[]	1
3654	Matis	red	pɨd	pɨd	p ɨ d			904	[]	1
3655	Marubo	red	unʃin	unʃin	u n ʃ i n			875	[]	1
3656	Katukina	red	unji	unji	u n j i			875	[]	1
3657	Shipibo_Konibo	red	huʃin	huʃin	h u ʃ i n			875	[]	1
3658	Kapanawa	red	huʃin	huʃin	h u ʃ i n			875	[]	1
3659	Shanenawa	red	uʂuni	uʂuni	u ʂ u n i			875	[]	1
3660	Yawanawa	red	uʃin	uʃin	u ʃ i n			875	[]	1
3661	Poyanawa	red	taʃi	taʃi	t a ʃ i			903	[]	1
3662	Iskonawa	red	uʃin	uʃin	u ʃ i n			875	[]	1
3663	Chakobo	red	piʃi	piʃi	p i ʃ i			895	[]	1
3664	Pakawara	red	ʃini	ʃini	ʃ i n i			875	[]	1
3665	Kakataibo	red	tʃɨʂka	tʃɨʂka	tʃ ɨ ʂ k a			897	[]	1
3666	Kaxarari	red	puʂɨ	puʂɨ	p u ʂ ɨ			902	[]	1
3667	Mastanawa	red	unʃi	unʃi	u n ʃ i			875	[]	1
3668	Chaninawa	red	uʃin	uʃin	u ʃ i n			875	[]	1
3669	Sharanawa	red	uʃin	uʃin	u ʃ i n			875	[]	1
3670	Amawaka	red	winʃi	winʃi	w i n ʃ i			853	[]	1
3671	Nawa	red	uʃi	uʃi	u ʃ i			875	[]	1
3672	Marinawa	red	uʃi	uʃi	u ʃ i			875	[]	1
3673	Yaminawa	red	ũʃi	ũʃi	ũ ʃ i			875	[]	1
3674	Kashinawa_P	red	taʂi	taʂi	t a ʂ i			903	[]	1
3675	Kashinawa_B	red	taʂipa	taʂipa	t a ʂ i p a			903	[]	1
3676	Araona	red	asele	asele	a s e l e			900	[]	1
1347	Matses	river	akte	akte	a k + t e			913	[]	1
1348	Matis	river	tʂɨʂɨ	tʂɨʂɨ	ʈʂ ɨ ʂ ɨ			912	[]	1
1349	Marubo	river	waka	waka	w a k a			906	[]	1
1350	Katukina	river	nua	nua	n u a			908	[]	1
1351	Kanamari	river	nua	nua	n u a			908	[]	1
1352	Shipibo_Konibo	river	paru	paru	p a r u			907	[]	1
1353	Kapanawa	river	paru	paru	p a r u			907	[]	1
1354	Kapanawa	river	waka	waka	w a k a			906	[]	1
1355	Shanenawa	river	waka	waka	w a k a			906	[]	1
1356	Yawanawa	river	βaka	βaka	β a k a			906	[]	1
1357	Poyanawa	river	waka	waka	w a k a			906	[]	1
1358	Iskonawa	river	waka	waka	w a k a			906	[]	1
1359	Chakobo	river	ani	ani	a n i			905	[]	1
1360	Pakawara	river	?ani	ʔani	ʔ a n i			898	[]	1
1361	Pakawara	river	paro	paro	p a r o			907	[]	1
1362	Kakataibo	river	βaka	βaka	β a k a			906	[]	1
1363	Kaxarari	river	waka	waka	w a k a			906	[]	1
1364	Mastanawa	river	ɨdɨ	ɨdɨ	ɨ d ɨ			905	[]	1
1365	Chaninawa	river	ɨdɨ	ɨdɨ	ɨ d ɨ			905	[]	1
1366	Sharanawa	river	ɨdɨ	ɨdɨ	ɨ d ɨ			905	[]	1
1367	Amawaka	river	hɨndɨ	hɨndɨ	h ɨ ⁿd ɨ			905	[]	1
1368	Nawa	river	ɨdɨ	ɨdɨ	ɨ d ɨ			905	[]	1
1369	Nawa	river	umpaʂ	umpaʂ	u m p a ʂ			914	[]	1
1370	Marinawa	river	ɨndɨ	ɨndɨ	ɨ ⁿd ɨ			905	[]	1
1371	Yaminawa	river	waʔa	waʔa	w a ʔ a			906	[]	1
1372	Kashinawa_P	river	hɨnɨ	hɨnɨ	h ɨ n ɨ			905	[]	1
1373	Kashinawa_B	river	hɨnɨ	hɨnɨ	h ɨ n ɨ			905	[]	1
1374	Araona	river	mano	mano	m a n o			910	[]	1
1399	Matses	road (path)	podqued	podked	p o d k e d			917	[]	1
1400	Matis	road (path)	βai	βai	β a i			915	[]	1
1401	Marubo	road (path)	βai	βai	β a i			915	[]	1
1402	Katukina	road (path)	βai	βai	β a i			915	[]	1
1403	Kanamari	road (path)	βa?i	βaʔi	β a ʔ i			915	[]	1
1404	Shipibo_Konibo	road (path)	βai	βai	β a i			915	[]	1
1405	Kapanawa	road (path)	βai	βai	β a i			915	[]	1
1406	Shanenawa	road (path)	niti	niti	n i + t i			1580	[]	1
1407	Yawanawa	road (path)	niti	niti	n i + t i			1580	[]	1
1408	Nukini	road (path)	βai	βai	β a i			915	[]	1
1409	Poyanawa	road (path)	βai	βai	β a i			915	[]	1
1410	Iskonawa	road (path)	βai	βai	β a i			915	[]	1
1411	Chakobo	road (path)	βa?i	βaʔi	β a ʔ i			915	[]	1
1412	Pakawara	road (path)	wahi	wahi	w a h i			915	[]	1
1413	Kakataibo	road (path)	βai	βai	β a i			915	[]	1
1414	Kaxarari	road (path)	wai	wai	w a i			915	[]	1
1415	Mastanawa	road (path)	ɸaj	ɸaj	ɸ a i			915	[]	1
1416	Chaninawa	road (path)	ɸaj	ɸaj	ɸ a j			915	[]	1
1417	Sharanawa	road (path)	ɸai	ɸai	ɸ a i			915	[]	1
1418	Amawaka	road (path)	waʔi	waʔi	w a ʔ i			915	[]	1
1419	Nawa	road (path)	ɸaj	ɸaj	ɸ a i			915	[]	1
1420	Marinawa	road (path)	ɸaj	ɸaj	ɸ a j			915	[]	1
1421	Yaminawa	road (path)	wai	wai	w a i			915	[]	1
1422	Kashinawa_P	road (path)	βaj	βaj	β a j			915	[]	1
1423	Kashinawa_B	road (path)	βai	βai	β a i			915	[]	1
1424	Araona	road (path)	dizi	dizi	d i z i			916	[]	1
1102	Matses	root	tapun	tapun	t a + p u n			918	[]	1
1103	Matis	root	ʂuku	ʂuku	ʂ u k u			923	[]	1
1104	Marubo	root	tapun	tapun	t a + p u n			918	[]	1
1105	Shipibo_Konibo	root	tapun	tapun	t a + p u n			918	[]	1
1106	Kapanawa	root	tapun	tapun	t a + p u n			918	[]	1
1107	Shanenawa	root	tapu	tapu	t a + p u			918	[]	1
1108	Yawanawa	root	tapun	tapun	t a + p u n			918	[]	1
1109	Poyanawa	root	tatʃa	tatʃa	t a + tʃ a			919	[]	1
1110	Iskonawa	root	tapũ	tapũ	t a + p ũ			918	[]	1
1111	Chakobo	root	tapunu	tapunu	t a + p u n u			918	[]	1
1112	Pakawara	root	tapunu	tapunu	t a + p u n u			918	[]	1
1113	Kakataibo	root	tapun	tapun	t a + p u n			918	[]	1
1114	Kaxarari	root	tʃipunu	tʃipunu	tʃ i + p u n u			1581	[]	1
1115	Mastanawa	root	taʧa	taʧa	t a + tʃ a			919	[]	1
1116	Chaninawa	root	tapu	tapu	t a + p u			918	[]	1
1117	Sharanawa	root	tat͡ʃa	tat͡ʃa	t a + tʃ a			919	[]	1
1118	Amawaka	root	hi:	hi:	h iː			925	[]	1
1119	Nawa	root	tapu	tapu	t a + p u			918	[]	1
1120	Marinawa	root	tapu	tapu	t a + p u			918	[]	1
1121	Yaminawa	root	tapu	tapu	t a + p u			918	[]	1
1122	Kashinawa_P	root	taʧa	taʧa	t a + tʃ a			919	[]	1
1123	Kashinawa_B	root	tatʃa	tatʃa	t a + tʃ a			919	[]	1
1124	Araona	root	akuitsaja	akuitsaja	a k u i ts a j a			920	[]	1
1125	Araona	root	tsaja	tsaja	ts a j a			920	[]	1
1873	Matses	rope (cord)	βuku	βuku	β u k u			930	[]	1
1874	Matis	rope (cord)	nai	nai	n a i			931	[]	1
1875	Marubo	rope (cord)	iʃi	iʃi	i ʃ i			926	[]	1
1876	Katukina	rope (cord)	tukarasiβi	tukarasiβi	t u k a r a s i β i			932	[]	1
1877	Shipibo_Konibo	rope (cord)	niʃi	niʃi	n i ʃ i			926	[]	1
1878	Shipibo_Konibo	rope (cord)	risβi	risβi	r i s β i			927	[]	1
1879	Kapanawa	rope (cord)	risβi	rispi	r i s p i			927	[]	1
1880	Yawanawa	rope (cord)	rɨsβi	rɨsβi	r ɨ s β i			927	[]	1
1881	Poyanawa	rope (cord)	risβɨ	risβi	r i s β i			927	[]	1
1882	Iskonawa	rope (cord)	nishi	nishi	n i ʃ i			926	[]	1
1883	Chakobo	rope (cord)	niʃi	niʃi	n i ʃ i			926	[]	1
1884	Chakobo	rope (cord)	rispitʃi	rispitʃi	r i s p i tʃ i			927	[]	1
1885	Pakawara	rope (cord)	taʃka	taʃka	t a ʃ k a			929	[]	1
1886	Kakataibo	rope (cord)	nisi	nisi	n i s i			926	[]	1
1887	Mastanawa	rope (cord)	diʃi	diʃi	d i ʃ i			926	[]	1
1888	Chaninawa	rope (cord)	diʃi	diʃi	d i ʃ i			926	[]	1
1889	Sharanawa	rope (cord)	diʃi	diʃi	d i ʃ i			926	[]	1
1890	Amawaka	rope (cord)	niʃi	niʃi	n i ʃ i			926	[]	1
1891	Nawa	rope (cord)	diʃi	diʃi	d i ʃ i			926	[]	1
1892	Nawa	rope (cord)	ɾɨspi	ɾɨspi	ɾ ɨ s p i			927	[]	1
1893	Marinawa	rope (cord)	diʃi	diʃi	d i ʃ i			926	[]	1
1894	Yaminawa	rope (cord)	diʃi	diʃi	d i ʃ i			926	[]	1
1895	Kashinawa_P	rope (cord)	dispi	dispi	d i s p i			927	[]	1
1896	Kashinawa_P	rope (cord)	niʃi	niʃi	n i ʃ i			926	[]	1
1897	Araona	rope (cord)	bado	bado	b a d o			928	[]	1
2143	Matses	rotten [log]	pisen	pisen	p i s e n			933	[]	1
2144	Matis	rotten [log]	pisi	pisi	p i s i			933	[]	1
2145	Marubo	rotten [log]	patu	patu	p a t u			935	[]	1
2146	Katukina	rotten [log]	payu	payu	p a j u			935	[]	1
2147	Shipibo_Konibo	rotten [log]	payu	payu	p a j u			935	[]	1
2148	Kapanawa	rotten [log]	payu	payu	p a j u			935	[]	1
2149	Shanenawa	rotten [log]	tʃaka	tʃaka	tʃ a k a			940	[]	1
2150	Yawanawa	rotten [log]	tʃapu	tʃapu	tʃ a p u			934	[]	1
2151	Nukini	rotten [log]	pisi	pisi	p i s i			933	[]	1
2152	Chakobo	rotten [log]	βuaʂa	βuaʂa	β u a ʂ a			942	[]	1
