ID	DOCULECT	CONCEPT	VALUE	FORM	TOKENS	NOTE	MORPHEMES	COGID	BODY	BODYID
1009	Marubo	bone	ʂau	ʂau	ʂ a u			125	[]	1
1010	Katukina	bone	xau	xau	x/ʂ a u			125	[]	1
1011	Shipibo_Konibo	bone	ʂau	ʂau	ʂ a u			125	[]	1
1012	Kapanawa	bone	ʂaw	ʂaw	ʂ a w			125	[]	1
1013	Shanenawa	bone	ʂaw	ʂaw	ʂ a w			125	[]	1
1014	Yawanawa	bone	ʂau	ʂau	ʂ a u			125	[]	1
1015	Nukini	bone	hau	hau	h a u			125	[]	1
1016	Poyanawa	bone	haw	haw	h a w			125	[]	1
1017	Iskonawa	bone	haw	haw	h a w			125	[]	1
1018	Chakobo	bone	ʂau	ʂau	ʂ a u			125	[]	1
1019	Pakawara	bone	ʂau	ʂau	ʂ a u			125	[]	1
1020	Kakataibo	bone	ʂo	ʂo	ʂ o			125	[]	1
1021	Kaxarari	bone	ʂahu	ʂahu	ʂ a h u			125	[]	1
1022	Mastanawa	bone	ʂaw	ʂaw	ʂ a w			125	[]	1
1023	Chaninawa	bone	ʂau	ʂau	ʂ a u			125	[]	1
1024	Sharanawa	bone	ʂau	ʂau	ʂ a u			125	[]	1
1025	Amawaka	bone	çaw	çaw	ç a w			125	[]	1
1026	Nawa	bone	ʂaw	ʂaw	ʂ a w			125	[]	1
1027	Marinawa	bone	ʂaw	ʂaw	ʂ a w			125	[]	1
1028	Yaminawa	bone	ʂaw	ʂaw	ʂ a w			125	[]	1
1029	Kashinawa_P	bone	ʂaw	ʂaw	ʂ a w			125	[]	1
1030	Kashinawa_B	bone	ʂau	ʂau	ʂ a u			125	[]	1
1031	Araona	bone	e-c̷oa	ec̷oa	e tʃ o a			125	[]	1
3308	Matses	breathe	tiβoke	tiβoke	t i β o k e			136	[]	1
3309	Matis	breathe	ʂakanke	ʂakanke	ʂ a k a n + k e			127	[]	1
3310	Marubo	breathe	ʃinanβi	ʃinan	ʃ i n a n			135	[]	1
3311	Katukina	breathe	atix	atix	a t i x/ʂ			134	[]	1
3312	Shipibo_Konibo	breathe	huin	huin	h u i n			128	[]	1
3313	Kapanawa	breathe	huini	huin	h u i n			128	[]	1
3314	Kapanawa	breathe	tɨβai	tɨβai	t ɨ β a i			139	[]	1
3315	Shanenawa	breathe	ʂakan	ʂakan	ʂ a k a n			127	[]	1
3316	Iskonawa	breathe	huan	huan	h u a n			128	[]	1
3317	Chakobo	breathe	ʂaka	ʂaka	ʂ a k a			127	[]	1
3318	Chakobo	breathe	ʂɨo	ʂɨo	ʂ ɨ o			138	[]	1
3319	Kakataibo	breathe	oin	oin	o i n			128	[]	1
3320	Kaxarari	breathe	huinwa	huinwa	h u i n w a			128	[]	1
3321	Mastanawa	breathe	ʂaʔa	ʂaʔa	ʂ a ʔ a			127	[]	1
3322	Chaninawa	breathe	ʂakaiki	ʂakan iki	ʂ a k a n + i k i			127	[]	1
3323	Sharanawa	breathe	ʂakainki	ʂakainki	ʂ a k a i n k i			127	[]	1
3324	Amawaka	breathe	çakan	çakan	ç a k a n			127	[]	1
3325	Nawa	breathe	ʂaka	ʂaka	ʂ a k a			127	[]	1
3326	Marinawa	breathe	ʂakainki	ʂakainki	ʂ a k a i n k i			127	[]	1
3327	Yaminawa	breathe	ʂaʔaʔi	ʂaʔan	ʂ a ʔ a n			127	[]	1
3328	Kashinawa_P	breathe	ʂɨtɨa	ʂɨtɨa	ʂ ɨ t ɨ a			133	[]	1
3329	Kashinawa_B	breathe	ʂuĩsinɨi	ʂuĩsinɨi	ʂ u ĩ s i n ɨ i			132	[]	1
3330	Araona	breathe	janamiki	janamiki	j a n a m i k i			129	[]	1
2905	Matses	burn [tr. v.]	nɨdɨnka	nɨdɨnka	n ɨ d ɨ n k a			147	[]	1
2906	Matis	burn [tr. v.]	tʂamo	tʂamo	ʈʂ a m o			148	[]	1
2907	Marubo	burn [tr. v.]	kua	kuwa	k u w a			140	[]	1
2908	Katukina	burn [tr. v.]	ku	ku	k u			140	[]	1
2909	Shipibo_Konibo	burn [tr. v.]	mɨnu	mɨnu	m ɨ n u			141	[]	1
2910	Kapanawa	burn [tr. v.]	mawa	mawa	m a w a			116	[]	1
2911	Kapanawa	burn [tr. v.]	kua	kua	k u a			140	[]	1
2912	Shanenawa	burn [tr. v.]	tʃiwa	tʃiwa	tʃ i w a			107	[]	1
2913	Yawanawa	burn [tr. v.]	ku	ku	k u			140	[]	1
2914	Poyanawa	burn [tr. v.]	kua	kua	k u a			140	[]	1
2915	Iskonawa	burn [tr. v.]	kua	kuwa	k u w a			140	[]	1
2916	Chakobo	burn [tr. v.]	mɨʂa	mɨʂa	m ɨ ʂ a			154	[]	1
2917	Chakobo	burn [tr. v.]	pɨrɨ?a	pɨrɨʔa	p ɨ r ɨ ʔ a			144	[]	1
2918	Kakataibo	burn [tr. v.]	ʂarao	ʂarao	ʂ a r a o			118	[]	1
2919	Kaxarari	burn [tr. v.]	ʂalaw	ʂalaw	ʂ a l a w			118	[]	1
2920	Mastanawa	burn [tr. v.]	kuwa	kuwa	k u w a			140	[]	1
2921	Chaninawa	burn [tr. v.]	kuwaj	kuwa	k u w a			140	[]	1
2922	Sharanawa	burn [tr. v.]	kuwai	kuwa	k u w a			140	[]	1
2923	Amawaka	burn [tr. v.]	kuʔuj	kuʔu	k u ʔ u			140	[]	1
2924	Nawa	burn [tr. v.]	kũwĩ	kũwĩ	k ũ w ĩ			140	[]	1
2925	Marinawa	burn [tr. v.]	kuwa	kuwa	k u w a			140	[]	1
2926	Yaminawa	burn [tr. v.]	kuwa	kuwa	k u w a			140	[]	1
2927	Kashinawa_P	burn [tr. v.]	mɨnwa	mɨnu	m ɨ n u			141	[]	1
2928	Kashinawa_B	burn [tr. v.]	mɨnui	mɨnu	m ɨ n u			141	[]	1
2929	Araona	burn [tr. v.]	otso-a	otsoa	o ts o a			119	[]	1
2930	Araona	burn [tr. v.]	pososo-a	pososoa	p o s o s o a			146	[]	1
2931	Araona	burn [tr. v.]	so	so	s o			119	[]	1
437	Matses	child	βakuɨ	βakuɨ	β a k u ɨ			156	[]	1
438	Matis	child	βakuɨ	βakuɨ	β a k u ɨ			156	[]	1
439	Marubo	child	βakɨ	βakɨ	β a k ɨ			156	[]	1
440	Kanamari	child	ãiiβakɨ	ãiiβakɨ	a i n β a k ɨ			156	[]	1
441	Shipibo_Konibo	child	βakɨ	βakɨ	β a k ɨ			156	[]	1
442	Kapanawa	child	βakɨ	βakɨ	β a k ɨ			156	[]	1
443	Shanenawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ			156	[]	1
444	Yawanawa	child	βakɨ	βakɨ	β a k ɨ			156	[]	1
445	Nukini	child	βakɨ	βakɨ	β a k ɨ			156	[]	1
446	Poyanawa	child	βakɨ	βakɨ	β a k ɨ			156	[]	1
447	Iskonawa	child	βakɨ	βakɨ	β a k ɨ			156	[]	1
448	Chakobo	child	ʂuku	ʂuku	ʂ u k u			160	[]	1
449	Chakobo	child	βakɨ	βakɨ	β a k ɨ			156	[]	1
450	Pakawara	child	wakɨ	wakɨ	w a k ɨ			156	[]	1
451	Kakataibo	child	toa	toa	t o a			158	[]	1
452	Mastanawa	child	ɸaʔɨʂta	ɸaʔɨʂta	ɸ a ʔ ɨ ʂ t a			156	[]	1
453	Chaninawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ			156	[]	1
454	Sharanawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ			156	[]	1
455	Amawaka	child	piʃta	piʃta	p i ʃ t a			120	[]	1
456	Nawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ			156	[]	1
457	Marinawa	child	ɸakɨ	ɸakɨ	ɸ a k ɨ			156	[]	1
458	Yaminawa	child	waʔɨhu	waʔɨhu	w a ʔ ɨ ɸ u			156	[]	1
459	Kashinawa_P	child	βakɨʧta	βakɨʧta	β a k ɨ tʃ a			156	[]	1
460	Araona	child	bakua	bakua	b a k u a			156	[]	1
1679	Matses	cloud	aβu	aβu	a β u			123	[]	1
1680	Matis	cloud	aβu	aβu	a β u			123	[]	1
1681	Marubo	cloud	nai	nai	n a i			124	[]	1
1682	Shipibo_Konibo	cloud	nai kuin	nai kuin	n a i + k u i n			124	[]	1
1683	Kapanawa	cloud	nai kuin	nai kuin	n a i + k u i n			124	[]	1
1684	Shanenawa	cloud	ɸuʂta	ɸuʂta	ɸ u ʂ t a			165	[]	1
1685	Yawanawa	cloud	βuʃta	βuʃta	β u ʃ t a			165	[]	1
1686	Iskonawa	cloud	nãj̃ kũj̃n	nãj̃ kũj̃n	n ã j̃ + k ũ j̃ n			124	[]	1
1687	Chakobo	cloud	tsɨmu	tsɨmu	ts ɨ m u			166	[]	1
1688	Pakawara	cloud	tsɨmu	tsɨmu	ts ɨ m u			166	[]	1
1689	Kakataibo	cloud	nɨtɨ kuin	nɨtɨ kuin	n ɨ t ɨ + k u i n			124	[]	1
1690	Kaxarari	cloud	kuani	kuani	k u a n i			124	[]	1
1691	Mastanawa	cloud	kũĩ	kũĩ	k ũ ĩ			124	[]	1
1692	Chaninawa	cloud	kunwi	kunwi	k u n w i			124	[]	1
1693	Sharanawa	cloud	ɸɨ	ɸɨ	ɸ ɨ			165	[]	1
1694	Amawaka	cloud	kũʔĩ	kũʔĩ	k ũ ʔ ĩ			124	[]	1
1695	Nawa	cloud	kuwĩ	kuwĩ	k u w ĩ			124	[]	1
1696	Marinawa	cloud	ɸu	ɸu	ɸ u			165	[]	1
1697	Yaminawa	cloud	kũwi	kũwi	k ũ w i			124	[]	1
1698	Kashinawa_P	cloud	naj kwɨ	naj kwɨ	n a j + k u i			124	[]	1
1699	Kashinawa_B	cloud	nai	nai	n a i			124	[]	1
1700	Araona	cloud	mozizi-bade	mozizibade	m o z i z i b a d e			167	[]	1
3516	Matses	cold [weather]	iken	iken	i k e n			171	[]	1
3517	Matses	cold [weather]	dawɨβud	dawɨβud	d a w ɨ + β u d			173	[]	1
3518	Matis	cold [weather]	iken	iken	i k e n			171	[]	1
3519	Marubo	cold [weather]	matsi	matsi	m a ts i			170	[]	1
3520	Katukina	cold [weather]	mati	mati	m a t i			170	[]	1
3521	Shipibo_Konibo	cold [weather]	matsi	matsi	m a ts i			170	[]	1
3522	Kapanawa	cold [weather]	matsi	matsi	m a ts i			170	[]	1
3523	Shanenawa	cold [weather]	matsi	matsi	m a ts i			170	[]	1
3524	Yawanawa	cold [weather]	matsi	matsi	m a ts i			170	[]	1
3525	Nukini	cold [weather]	matsi	matsi	m a ts i			170	[]	1
3526	Nukini	cold [weather]	ikiniki	ikiniki	i k i n i k i			171	[]	1
3527	Poyanawa	cold [weather]	basi	basi	b a s i			170	[]	1
3528	Iskonawa	cold [weather]	matsi	ikiniki	i k i n i k i			170	[]	1
3529	Chakobo	cold [weather]	ʂupi	ʂupi	ʂ u p i			175	[]	1
3530	Chakobo	cold [weather]	matsi	matsi	m a ts i			170	[]	1
3531	Kakataibo	cold [weather]	matsi	matsi	m a ts i			170	[]	1
3532	Kaxarari	cold [weather]	ikani	ikani	i k a n i			171	[]	1
3533	Mastanawa	cold [weather]	batsi	batsi	b a ts i			170	[]	1
3534	Chaninawa	cold [weather]	bat͡si	bat͡si	b a ts i			170	[]	1
3535	Sharanawa	cold [weather]	bat͡si	bat͡si	b a ts i			170	[]	1
3536	Amawaka	cold [weather]	mat͡si	mat͡si	m a ts i			170	[]	1
3537	Nawa	cold [weather]	batsi	batsi	b a ts i			170	[]	1
3538	Marinawa	cold [weather]	batsi	batsi	b a ts i			170	[]	1
3539	Yaminawa	cold [weather]	batsi	batsi	b a ts i			170	[]	1
3540	Kashinawa_P	cold [weather]	matsi	matsi	m a ts i			170	[]	1
3541	Kashinawa_B	cold [weather]	matʂi	matʂi	m a ʈʂ i			170	[]	1
3542	Araona	cold [weather]	aboa	aboa	a b o a			172	[]	1
2384	Matses	come	tʃo	tʃo	tʃ o			178	[]	1
2385	Matis	come	tʃo	tʃo	tʃ o			178	[]	1
2386	Marubo	come	uri	uri	u r i			176	[]	1
2387	Shipibo_Konibo	come	hu	hu	h u			176	[]	1
2388	Kapanawa	come	hu	hu	h u			176	[]	1
2389	Shanenawa	come	u	u	u			176	[]	1
2390	Yawanawa	come	uwi	u	u			176	[]	1
2391	Nukini	come	ua	u	u			176	[]	1
2392	Poyanawa	come	u	u	u			176	[]	1
2393	Iskonawa	come	u	u	u			176	[]	1
2394	Chakobo	come	hu	hu	h u			176	[]	1
2395	Chakobo	come	βɨka	βɨka	β ɨ k a			183	[]	1
2396	Pakawara	come	u	u	u			176	[]	1
2397	Kakataibo	come	u	u	u			176	[]	1
2398	Kaxarari	come	hu	hu	h u			176	[]	1
2399	Mastanawa	come	ɨuwɨ	u	u			176	[]	1
2400	Chaninawa	come	uwɨ	u	u			176	[]	1
2401	Sharanawa	come	u	u	u			176	[]	1
2402	Amawaka	come	huʔi	huʔi	h u ʔ i			176	[]	1
2403	Nawa	come	u	u	u			176	[]	1
2404	Marinawa	come	u	u	u			176	[]	1
2405	Yaminawa	come	u	u	u			176	[]	1
2406	Kashinawa_P	come	hu	hu	h u			176	[]	1
2407	Kashinawa_B	come	hu	hu	h u			176	[]	1
2408	Araona	come	pobea	pobea	p o b e a			180	[]	1
2655	Matses	count [verb]	tan	tan	t a n			184	[]	1
2656	Marubo	count [verb]	tana	tana	t a n a			184	[]	1
2657	Katukina	count [verb]	katse	katse	k a ts e			188	[]	1
2658	Shipibo_Konibo	count [verb]	tupun	tupun	t u p u n			191	[]	1
2659	Kapanawa	count [verb]	tupun	tupun	t u p u n			191	[]	1
2660	Iskonawa	count [verb]	tupun	tupun	t u p u n			191	[]	1
2661	Chakobo	count [verb]	tuka	tuka	t u k a			192	[]	1
2662	Kakataibo	count [verb]	tupu	tupu	t u p u			191	[]	1
2663	Mastanawa	count [verb]	tanaɸa	tanaɸa	t a n a ɸ a			184	[]	1
2664	Chaninawa	count [verb]	tanawa	tanawa	t a n a w a			184	[]	1
2665	Sharanawa	count [verb]	tanawa	tanawa	t a n a w a			184	[]	1
2666	Amawaka	count [verb]	tanan	tanan	t a n a n			184	[]	1
2667	Nawa	count [verb]	tanawaj	tanawa	t a n a w a			184	[]	1
2668	Marinawa	count [verb]	tana	tana	t a n a			184	[]	1
2669	Yaminawa	count [verb]	adɨ	adɨ	a d ɨ			186	[]	1
2670	Kashinawa_P	count [verb]	tana	tana	t a n a			184	[]	1
2671	Araona	count [verb]	topo	topo	t o p o			191	[]	1
2762	Matses	cut [verb]	te	te	t e			195	[]	1
2763	Matis	cut [verb]	te	te	t e			195	[]	1
2764	Marubo	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ			193	[]	1
2765	Katukina	cut [verb]	rera	rera	r e r a			206	[]	1
2766	Shipibo_Konibo	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ			193	[]	1
2767	Kapanawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ			193	[]	1
2768	Shanenawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ			193	[]	1
2769	Yawanawa	cut [verb]	wɨʃa	wɨʃa	w ɨ ʃ a			203	[]	1
2770	Nukini	cut [verb]	hatɨ	hatɨ	h a t ɨ			193	[]	1
2771	Poyanawa	cut [verb]	marka	marka	m a r k a			204	[]	1
2772	Iskonawa	cut [verb]	hatɨ	hatɨ	h a t ɨ			193	[]	1
2773	Chakobo	cut [verb]	pɨrɨʂa	pɨrɨʂa	p ɨ r ɨ ʂ a			209	[]	1
2774	Chakobo	cut [verb]	tsɨi?a	tsɨiʔa	ts ɨ i ʔ a			201	[]	1
2775	Chakobo	cut [verb]	kɨɨsa	kɨsa	k ɨ s a			198	[]	1
2776	Kakataibo	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ			193	[]	1
2777	Kaxarari	cut [verb]	buʂte	buʂte	b u ʂ t e			205	[]	1
2778	Mastanawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ			193	[]	1
2779	Chaninawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ			193	[]	1
2780	Sharanawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ			193	[]	1
2781	Amawaka	cut [verb]	çatɨ	çatɨ	ç a t ɨ			193	[]	1
2782	Nawa	cut [verb]	ʂatɨj	ʂatɨ	ʂ a t ɨ			193	[]	1
2783	Marinawa	cut [verb]	ʂatɨ	ʂatɨ	ʂ a t ɨ			193	[]	1
2784	Yaminawa	cut [verb]	ʂata	ʂata	ʂ a t a			193	[]	1
2785	Kashinawa_P	cut [verb]	mɨʂtja	mɨʂtja	m ɨ ʂ t j a			207	[]	1
2786	Araona	cut [verb]	jikui	jikui	j i k u i			196	[]	1
2787	Araona	cut [verb]	kue	kue	k u e			202	[]	1
2788	Araona	cut [verb]	sasa	sasa	s a s a			200	[]	1
2789	Araona	cut [verb]	jala	jala	j a l a			197	[]	1
1801	Matses	day [daytime]	βadiad	βadiad	β a d i + a d			143	[]	1
1802	Matis	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ			211	[]	1
1803	Marubo	day [daytime]	βari	βari	β a r i			143	[]	1
1804	Shipibo_Konibo	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ			211	[]	1
1805	Kapanawa	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ			211	[]	1
1806	Shanenawa	day [daytime]	ʂawa	ʂawa	ʂ a w a			210	[]	1
1807	Yawanawa	day [daytime]	ʃaβa	ʃaβa	ʃ a β a			210	[]	1
1808	Nukini	day [daytime]	pãnari	pãnari	p ã n a r i			215	[]	1
1809	Poyanawa	day [daytime]	βarikɨa	βarikɨa	β a r i + k ɨ a			143	[]	1
1810	Iskonawa	day [daytime]	pɨhnɨ	pɨhnɨ	p ɨ h n ɨ			217	[]	1
1811	Chakobo	day [daytime]	βɨa?aina	βɨaʔaina	β ɨ a ʔ a i n a			218	[]	1
1812	Pakawara	day [daytime]	wari	wari	w a r i			143	[]	1
1813	Kakataibo	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ			211	[]	1
1814	Kaxarari	day [daytime]	yunu	yunu	j u n u			216	[]	1
1815	Kaxarari	day [daytime]	βatʃih	βatʃih	β a tʃ i h			212	[]	1
1816	Kaxarari	day [daytime]	lɨtɨ	lɨtɨ	l ɨ t ɨ			211	[]	1
1817	Mastanawa	day [daytime]	pɨda ʂaɸa	pɨda ʂaɸa	p ɨ d a + ʂ a ɸ a			149	[]	1
1818	Chaninawa	day [daytime]	ʂaɸa	ʂaɸa	ʂ a ɸ a			210	[]	1
1819	Sharanawa	day [daytime]	ʂaɸa	ʂaɸa	ʂ a ɸ a			210	[]	1
1820	Amawaka	day [daytime]	nɨtɨ	nɨtɨ	n ɨ t ɨ			211	[]	1
1821	Nawa	day [daytime]	ʂaɸa	ʂaɸa	ʂ a ɸ a			210	[]	1
1822	Marinawa	day [daytime]	ʂaɸa	ʂaɸa	ʂ a ɸ a			210	[]	1
1823	Yaminawa	day [daytime]	pɨda	pɨda	p ɨ d a			149	[]	1
1824	Kashinawa_P	day [daytime]	ʂaβa	ʂaβa	ʂ a β a			210	[]	1
1825	Kashinawa_B	day [daytime]	βadi	βadi	β a d i			143	[]	1
1826	Araona	day [daytime]	tseiñe	tseiñe	ts e i ɲ e			214	[]	1
3376	Matses	die	wɨnɨs	wɨnɨs	w ɨ n ɨ s			227	[]	1
3377	Matis	die	nan	na	n a			220	[]	1
3378	Marubo	die	βupi	βupi	β u p i			224	[]	1
3379	Katukina	die	βupi	βupi	β u p i			224	[]	1
3380	Shipibo_Konibo	die	mawat	mawat	m a w a t			223	[]	1
3381	Kapanawa	die	mawati	mawa	m a w a			223	[]	1
3382	Shanenawa	die	na	na	n a			220	[]	1
3383	Yawanawa	die	na	na	n a			220	[]	1
3384	Poyanawa	die	ajaka	ajaka	a j a k a			226	[]	1
3385	Iskonawa	die	mahka	mahka	m a h k a			231	[]	1
3386	Chakobo	die	na	na	n a			220	[]	1
3387	Chakobo	die	rɨso	rɨso	r ɨ s o			225	[]	1
3388	Kakataibo	die	βama	βama	β a m a			230	[]	1
3389	Kaxarari	die	hɨtʃi	hɨtʃi	h ɨ tʃ i			228	[]	1
3390	Mastanawa	die	mɨdaj	mɨda	m ɨ d a			220	[]	1
3391	Chaninawa	die	da	da	d a			220	[]	1
3392	Sharanawa	die	da:i	da	d a			220	[]	1
3393	Amawaka	die	naʔi	na	n a			220	[]	1
3394	Nawa	die	daj	da	d a			220	[]	1
3395	Marinawa	die	daj	da	d a			220	[]	1
3396	Yaminawa	die	daj	da	d a			220	[]	1
3397	Kashinawa_P	die	mawa	mawa	m a w a			223	[]	1
3398	Kashinawa_B	die	dɨβu	dɨβu	d ɨ β u			229	[]	1
3399	Araona	die	mano	mano	m a n o			222	[]	1
2834	Matses	dig	wɨdɨʂka	wɨdɨʂka	w ɨ d ɨ ʂ k a			242	[]	1
2835	Matis	dig	naʂ	naʂ	n a ʂ			243	[]	1
2836	Marubo	dig	pukin	pukin	p u k i n			232	[]	1
2837	Shipibo_Konibo	dig	tʃinit	tʃinit	tʃ i n i t			239	[]	1
2838	Kapanawa	dig	pukin	pukin	p u k i n			232	[]	1
2839	Shanenawa	dig	maipɨju	maipɨju	m a i + p ɨ j u			234	[]	1
2840	Yawanawa	dig	natsa	natsa	n a ts a			237	[]	1
2841	Iskonawa	dig	pɨnaha	pɨnaha	p ɨ n a h a			246	[]	1
2842	Chakobo	dig	wɨyu	wɨyu	w ɨ j u			248	[]	1
2843	Kakataibo	dig	naɨ	naɨ	n a ɨ			235	[]	1
2844	Kaxarari	dig	tʃil	tʃil	tʃ i l			244	[]	1
2845	Mastanawa	dig	punʔi	punʔi	p u n ʔ i			232	[]	1
2846	Mastanawa	dig	piwɨ	piwɨ	p i w ɨ			234	[]	1
2847	Chaninawa	dig	pɨwɨj	pɨwɨ	p ɨ w ɨ			234	[]	1
2848	Sharanawa	dig	ʂuwi	ʂuwi	ʂ u w i			240	[]	1
2849	Sharanawa	dig	kidi	kidi	k i d i			233	[]	1
2850	Amawaka	dig	puki	puki	p u k i			232	[]	1
2851	Nawa	dig	puki	puki	p u k i			232	[]	1
2852	Marinawa	dig	kindi	kindi	k i ⁿd i			233	[]	1
2853	Yaminawa	dig	punʔi	punʔi	p u n ʔ i			232	[]	1
2854	Kashinawa_P	dig	pukja	puki	p u k i			232	[]	1
2855	Kashinawa_P	dig	kini	kini	k i n i			233	[]	1
2856	Kashinawa_B	dig	βaʂã	βaʂã	β a ʂ ã			245	[]	1
2857	Araona	dig	loe	loe	l o e			249	[]	1
2168	Matses	dirty	βɨtʃiʃ	βɨtʃiʃ	β ɨ tʃ i ʃ			252	[]	1
2169	Matis	dirty	wisu	wisu	w i s u			150	[]	1
2170	Marubo	dirty	tʂuʂta	tʂuʂta	ʈʂ u ʂ t a			250	[]	1
2171	Marubo	dirty	mɨʂu	mɨʂu	m ɨ ʂ u			251	[]	1
2172	Katukina	dirty	txuxtxa	txuxtxa	ʈʂ u x/ʂ ʈʂ a			250	[]	1
2173	Shipibo_Konibo	dirty	kɨras	kɨras	k ɨ r a s			255	[]	1
2174	Kapanawa	dirty	riʃta	riʃta	r i ʃ t a			161	[]	1
2175	Shanenawa	dirty	fui	fui	f u i			253	[]	1
2176	Yawanawa	dirty	hui	hui	h u i			253	[]	1
2177	Nukini	dirty	βuhta	βuhta	β u h t a			155	[]	1
2178	Poyanawa	dirty	βɨsta	βɨsta	β ɨ s t a			155	[]	1
2179	Chakobo	dirty	tʃɨkɨ	tʃɨkɨ	tʃ ɨ k ɨ			162	[]	1
2180	Kakataibo	dirty	aisama	aisama	a i s a m a			257	[]	1
2181	Kaxarari	dirty	tʂɨʂɨ	tʂɨʂɨ	ʈʂ ɨ ʂ ɨ			256	[]	1
2182	Mastanawa	dirty	ʧuʂta	ʧuʂta	tʃ u ʂ t a			250	[]	1
2183	Chaninawa	dirty	t͡ʃuʂta	t͡ʃuʂta	tʃ u ʂ t a			250	[]	1
2184	Sharanawa	dirty	t͡ʃuʂta	t͡ʃuʂta	tʃ u ʂ t a			250	[]	1
2185	Amawaka	dirty	kɨmbu	kɨmbu	k ɨ m b u			260	[]	1
2186	Nawa	dirty	ʧuʂta	ʧuʂta	tʃ u ʂ t a			250	[]	1
2187	Marinawa	dirty	ʧuʂta	ʧuʂta	tʃ u ʂ t a			250	[]	1
2188	Yaminawa	dirty	ʧuʂta	ʧuʂta	tʃ u ʂ t a			250	[]	1
2189	Kashinawa_P	dirty	dɨtis	dɨtis	d ɨ t i s			252	[]	1
2190	Kashinawa_P	dirty	mɨʂu	mɨʂu	m ɨ ʂ u			251	[]	1
2191	Kashinawa_B	dirty	dɨtis	dɨtis	d ɨ t i s			252	[]	1
2192	Araona	dirty	azalo	azalo	a z a l o			259	[]	1
27	Matses	dog	opa	opa	o p a			164	[]	1
28	Matis	dog	wapa	wapa	w a p a			164	[]	1
29	Marubo	dog	wapa	wapa	w a p a			164	[]	1
30	Katukina	dog	kaman	kaman	k a m a n			261	[]	1
31	Shipibo_Konibo	dog	utʃiti	utʃiti	u tʃ i + t i			270	[]	1
32	Kapanawa	dog	utʃiti	utʃiti	u tʃ i + t i			270	[]	1
33	Shanenawa	dog	kaman	kaman	k a m a n			261	[]	1
34	Yawanawa	dog	kaman	kaman	k a m a n			261	[]	1
35	Nukini	dog	tapainu	tapainu	t a p a s + i n u			262	[]	1
36	Poyanawa	dog	utʃiti	utʃiti	u tʃ i + t i			270	[]	1
37	Iskonawa	dog	piɾu	piɾu	p i ɾ u			269	[]	1
38	Chakobo	dog	inaka	inaka	i n a + k a			268	[]	1
39	Kakataibo	dog	kamon	kamon	k a m o n			261	[]	1
40	Kaxarari	dog	tʃaʂpa	tʃaʂpa	tʃ a ʂ p a			262	[]	1
41	Mastanawa	dog	paʂda	paʂda	p a ʂ d a			263	[]	1
42	Chaninawa	dog	kama	kama	k a m a n			261	[]	1
43	Sharanawa	dog	paʂda	paʂda	p a ʂ d a			263	[]	1
44	Amawaka	dog	indu	indu	i ⁿd u			265	[]	1
45	Nawa	dog	paʂda	paʂda	p a ʂ d a			263	[]	1
46	Marinawa	dog	ka:ma	ka:ma	k aː m a			261	[]	1
47	Yaminawa	dog	paʂta	paʂta	p a ʂ d a			263	[]	1
48	Kashinawa_P	dog	kama	kama	k a m a			261	[]	1
49	Kashinawa_B	dog	kamã	kamã	k a m ã			261	[]	1
50	Araona	dog	nio	nio	n i o			266	[]	1
3167	Matses	drink [verb]	ak	ak	a k			274	[]	1
3168	Matis	drink [verb]	ak	ak	a k			274	[]	1
3169	Marubo	drink [verb]	a	a	a			274	[]	1
3170	Katukina	drink [verb]	aka	aka	a k a			274	[]	1
3171	Shipibo_Konibo	drink [verb]	ʂɨa	ʂɨa	ʂ ɨ a			272	[]	1
3172	Kapanawa	drink [verb]	ʂɨa	ʂɨa	ʂ ɨ a			272	[]	1
3173	Shanenawa	drink [verb]	aja	aja	a j a			277	[]	1
3174	Yawanawa	drink [verb]	aia	aja	a j a			277	[]	1
3175	Nukini	drink [verb]	aya	aya	a j a			277	[]	1
3176	Poyanawa	drink [verb]	aja	aja	a j a			277	[]	1
3177	Iskonawa	drink [verb]	aja	aja	a j a			277	[]	1
3178	Chakobo	drink [verb]	a	a	a			274	[]	1
3179	Kakataibo	drink [verb]	ʂɨa	ʂɨa	ʂ ɨ a			272	[]	1
3180	Kaxarari	drink [verb]	kula	kula	k u l a			278	[]	1
3181	Mastanawa	drink [verb]	aja	aja	a j a			277	[]	1
3182	Chaninawa	drink [verb]	aja	aja	a j a			277	[]	1
